,mc_v_0_0,mc_v_0_2,mc_v_0_4,mc_v_0_6,mc_v_0_8,mc_v_1_0
0,2.6720497630331828,2.338720682302804,3.5456712328767472,2.7848601398601946,4.630128205128224,0
