minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
572,,4.158571767896259,10.830101920589811,22.50062104448144,31.074491878573554
574,,4.381140941553734,16.250052330218235,34.689493858180384,54.23451925850947
575,,4.342072308442515,17.144915572565512,31.411614990928925,57.06511902158884
576,,3.502609401059895,13.26341798333508,30.754571882793645,49.67478445968403
577,,4.8014960454998015,19.797024152898015,29.135437694931728,45.67944289572729
578,,3.8835076454757824,15.650381797443737,25.129479152582626,38.51235255809503
579,,4.551208878697298,15.686292037199797,35.44700381852947,66.78970864484066
580,,4.534671697981565,13.483639688189365,37.38612082924131,39.15576858124534
581,,4.458317120819214,12.913202060206352,25.39669253691713,48.81729374315945
582,,4.164162888178677,12.738141956532004,27.897683791226825,47.95545783509236
583,,4.146296319873174,15.10419446280711,33.131632054635816,52.026053396550346
584,,4.178883071527269,11.822042654698715,33.07524561109352,44.605066701436066
585,,,,,
