minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
572,1000.0,46.76128700450877,21.536053216999708,20.485444581705224,31.522346650198486
574,1000.0,43.91192019798416,17.731416620848766,85.75394348247515,129.5468344324858
575,1000.0,44.412083201395916,24.21468910899687,68.20168606589012,141.52730782920108
576,1000.0,55.15902404813588,3.9067101643291107,64.68337735625383,110.24782149327174
577,1000.0,38.530465702491405,43.429181090307324,56.013301002524585,93.33759492499792
578,1000.0,50.28270269389306,13.386811453145123,34.56235104889254,63.00298660564769
579,1000.0,41.73468277113032,13.646980670558248,89.81022815867584,182.68649564337554
580,1000.0,41.94639445173091,2.3112067926297963,100.19373600362331,65.72623580849039
581,1000.0,42.92389818289651,6.4440199474151845,35.99321481687822,106.61850418347414
582,1000.0,46.68970857214002,7.71232810917092,49.38542486187011,102.97079591203027
583,1000.0,46.91843928915546,9.429691356518815,77.41196609323502,120.19953395862039
584,1000.0,46.50125838773136,14.349455570578625,77.11003017310448,88.79031290312442
585,1000.0,1000.0,1000.0,1000.0,1000.0
