,mc_v_0_0,mc_v_0_2,mc_v_0_4,mc_v_0_6,mc_v_0_8,mc_v_1_0
0,2255.2100000000064,1096.8600000000151,1294.1700000000128,796.4700000000157,722.3000000000029,520.7900000000081
