,mc_v_0_0,mc_v_0_2,mc_v_0_4,mc_v_0_6,mc_v_0_8,mc_v_1_0
0,17319.78999999998,9161.139999999985,6972.830000000002,5562.529999999999,2933.699999999997,-199.79000000000815
