,0
0,13.386811453145123
1,13.646980670558248
2,17.731416620848766
3,20.485444581705224
4,21.536053216999708
5,24.21468910899687
6,31.522346650198486
7,34.56235104889254
8,44.412083201395916
9,46.76128700450877
10,3.9067101643291107
11,38.530465702491405
12,41.73468277113032
13,43.429181090307324
14,43.91192019798416
15,50.28270269389306
16,55.15902404813588
17,56.013301002524585
18,63.00298660564769
19,64.68337735625383
20,68.20168606589012
21,85.75394348247515
22,93.33759492499792
23,129.5468344324858
24,110.24782149327174
25,141.52730782920108
26,89.81022815867584
27,182.68649564337554
28,2.3112067926297963
29,6.4440199474151845
30,7.71232810917092
31,9.429691356518815
32,14.349455570578625
33,35.99321481687822
34,41.94639445173091
35,42.92389818289651
36,46.50125838773136
37,46.91843928915546
38,65.72623580849039
39,100.19373600362331
40,77.41196609323502
41,102.97079591203027
42,106.61850418347414
43,46.68970857214002
44,49.38542486187011
45,88.79031290312442
46,120.19953395862039
47,77.11003017310448
