minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1210,20.94070781379218,18.022833732240564,8.974636527523273,30.19379303962018
1211,27.25480147478862,19.253999726349985,13.960154290153508,43.02086438332448
1212,23.140111829182636,19.618170574782138,11.146269215187756,39.77365524282693
1213,18.981711400407583,17.74906988155299,10.78105884407314,24.185934841113493
1214,21.428024588754013,23.568946448735648,17.980871202378832,43.05984951450369
1215,25.693025794415327,29.055753629961142,20.96234980217644,50.867672385915874
1216,22.23058362991596,21.870323003222556,16.597604626067405,45.85741952609504
1217,22.912120757027846,21.63003521446411,15.543199661196002,43.525781896164304
1218,23.258752424934237,19.439804200148732,14.16749611226678,49.938059284963416
1219,27.9283119734085,26.557393857378955,20.526215431813434,69.449299120888
1220,25.523574998140727,23.578891660334108,17.82210831833943,74.23485889540629
1221,27.077202483963397,23.966238756792595,18.43061574102515,95.36257308065929
