minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1210,14.967530457246031,20.375530389679184,6.503738383811486,18.37261475803698
1211,19.207313312207127,20.76772969268291,10.5148456854837,27.305704361434966
1212,17.998306269610346,19.306346755780922,8.632161240610088,25.443927171729225
1213,13.874739429487287,16.17761873780291,7.97535100208961,15.772692855512616
1214,16.004995082439233,21.00530283563381,13.569149138022876,28.23378331997002
1215,19.053262671583663,25.26867823707251,15.714953783019135,34.3444395276101
1216,16.18652284044122,19.951165251780388,12.695729881991081,31.266856992783854
1217,16.49891865093189,19.136594995455795,11.84296303254377,30.530517400722356
1218,16.971711139210964,16.231202700632206,10.70101257235505,35.3083908574791
1219,20.492375399776954,20.171610604511653,15.116652927762882,52.379423086402
1220,18.242479503500704,18.46934868915306,13.245114211099484,55.97495221437457
1221,19.51455093719183,18.270060840186446,13.684837552527096,71.84077315183258
