minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1210,13.285444297391873,14.173638912486693,5.677779443707958,18.605146937476263
1211,17.57655136911564,16.676458711461553,8.062349659976404,25.38520614268344
1212,14.892399020722916,17.62091782826583,5.9592385682785425,22.97174319031689
1213,12.277262724216925,16.26572929306652,5.6879728379928975,14.141831426749665
1214,14.121561078629574,19.8450596563682,8.687648419854158,26.031312808377884
1215,16.92625884659338,23.947196477435504,10.512611481615354,30.998471680017033
1216,14.742315782022956,18.8089836582025,8.109128033090649,27.136745076925404
1217,15.546852789547902,19.21257397884254,7.897696175239643,24.88368505337662
1218,14.645113106767193,16.21099025303529,7.39140944520597,29.26838179253051
1219,17.67619523064936,23.23019214893161,10.138231142497698,39.5271101760045
1220,16.7246085992152,22.06736337554428,8.984203260738349,41.97163796462701
1221,18.913784359818994,23.56829949340454,7.799197946479521,51.357514003545056
