,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
0,84.84967200000001,76.40342200000002,57.855021,119.31131500000004
1,142.22755600000002,80.354111,116.335703,182.893455
2,106.86404099999997,116.893891,77.06263500000003,203.514562
3,71.234354,60.26498500000001,49.08671199999999,131.84195699999998
4,103.21785700000001,83.09160899999998,70.461381,281.392609
5,148.10390600000008,165.94051099999996,105.81489799999999,292.67715499999997
6,96.09750699999998,108.39026499999997,54.54319099999998,270.73941800000006
7,128.31498699999997,138.93934500000003,54.71473200000001,266.611088
8,85.104565,96.49976499999998,68.47814900000003,215.31623299999998
9,111.89073300000003,100.53531,84.82983800000002,409.339422
10,95.568096,88.23835899999999,95.07939800000001,435.275285
11,74.31821800000002,67.48888500000001,61.845208,243.60902199999998
