minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1184,29.577429831955534,13.116278120276485,27.53342164088738
1185,31.331125258850392,12.525762097737303,25.606148313677345
1186,31.093596898216436,12.191638933970156,27.03826891789665
