timestamp,consumption,pid,fqdn
1692825849.0,14.657527,1503227.0,image_processing-0-0.0.1
1692825849.0,46.85603,3518816.0,pyaes-0-0.0.1
1692825849.0,22.907391,2007090.0,video_processing-0-0.0.1
1692825849.0,0.040047,498726.0,dd-0-0.0.1
1692825852.0,25.859562,2510039.0,image_processing-0-0.0.1
1692825852.0,43.865227,3016002.0,pyaes-0-0.0.1
1692825852.0,21.5725,2006471.0,video_processing-0-0.0.1
1692825854.0,23.179453,1510718.0,pyaes-0-0.0.1
1692825854.0,17.437431,1002915.0,video_processing-0-0.0.1
1692825854.0,30.083972,2009437.0,image_processing-0-0.0.1
1692825857.0,20.380054,2506080.0,video_processing-0-0.0.1
1692825857.0,35.579705,2517009.0,image_processing-0-0.0.1
1692825857.0,21.404751,1007596.0,pyaes-0-0.0.1
1692825857.0,0.056927,499338.0,dd-0-0.0.1
1692825868.0,43.90606,4539029.0,pyaes-0-0.0.1
1692825868.0,58.810942,5042879.0,video_processing-0-0.0.1
1692825868.0,4.258537,505047.0,image_processing-0-0.0.1
1692825871.0,4.980629,505047.0,image_processing-0-0.0.1
1692825871.0,64.133284,5537633.0,video_processing-0-0.0.1
1692825871.0,11.89817,1015736.0,pyaes-0-0.0.1
1692825873.0,45.18017,4524971.0,video_processing-0-0.0.1
1692825873.0,51.43539,3536958.0,pyaes-0-0.0.1
1692825873.0,16.853435,1510288.0,image_processing-0-0.0.1
1692825878.0,28.077982,3025248.0,video_processing-0-0.0.1
1692825878.0,14.555627,1005241.0,image_processing-0-0.0.1
1692825878.0,13.56728,2019326.0,pyaes-0-0.0.1
1692825881.0,6.973804,1005241.0,image_processing-0-0.0.1
1692825881.0,0.786518,1006310.0,pyaes-0-0.0.1
1692825881.0,61.820417,3521437.0,video_processing-0-0.0.1
1692825884.0,24.224749,2019749.0,pyaes-0-0.0.1
1692825884.0,49.355544,4025362.0,video_processing-0-0.0.1
1692825886.0,50.034568,4028290.0,video_processing-0-0.0.1
1692825886.0,23.016842,1511939.0,pyaes-0-0.0.1
1692825886.0,10.825917,1005241.0,image_processing-0-0.0.1
1692825889.0,33.766025,3023597.0,pyaes-0-0.0.1
1692825889.0,30.81635,2008299.0,video_processing-0-0.0.1
