minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1040,11.248284804180566,7.357295618262773,9.41694517467748,
1042,12.60718370444364,12.189935841370538,12.60492903891222,
1043,15.10273335010259,13.380544297395748,15.057848762767128,
1044,14.214151411254937,11.089890990245461,12.479253006483365,
1045,15.120114482730754,14.307628467598457,17.68637493287748,
1046,10.915738293531165,9.372158821819777,10.260077955604448,
1047,13.169719762013788,10.750118302768854,15.049229688733465,
1048,13.141308373148727,11.121963201198954,12.659016622469329,
1049,10.62361176950054,7.958368450185441,7.865475648167811,
1050,10.960761677784692,9.66575977067847,11.112043292000296,
1051,12.038330688621869,7.65921767051525,14.227312851298285,
1052,12.4930373723747,10.60196703118798,14.317086976835354,
