minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1040,5.534770030973117,2.5352809695035314,4.549712297100909,
1042,6.263959205040438,4.241572285426134,6.149387499937101,
1043,7.716021374860773,4.787472153638872,7.55372925217527,
1044,6.986275562097799,3.81721537984395,6.022460777535396,
1045,7.748022287658633,5.1344987133174085,8.898877437396838,
1046,4.992924046078869,3.002175646242477,4.608006906020324,
1047,6.217911200847279,3.5544780672064573,6.976584657729532,
1048,6.337097451408432,3.7560195697700496,5.993939643077147,
1049,4.695617250444249,2.463423915324501,3.4135487139784164,
1050,5.134261282324939,3.170792642289199,5.110833962162811,
1051,5.65789249909454,2.520968667381293,6.565562200913935,
1052,5.812007932253857,3.454134320878476,6.539935101271965,
