minutes,cnn_image_classification-0-0.0.1,cp,image_processing-0-0.0.1,pyaes-0-0.0.1
1040,16.36344364351634,,11.84664821047031,6.656394736987576
1042,22.116817334028635,,13.407408201529982,11.13627238041064
1043,27.16765695165217,,16.51540900541691,12.569535617662424
1044,21.6603141238806,,14.953457582234341,10.022120889156112
1045,32.00560165753545,,16.583903912018027,13.480655841899923
1046,16.57310537276052,,10.6868784763393,7.8822293905649365
1047,25.091905249420204,,13.308846833412092,9.332302566813347
1048,21.557735335183544,,13.563953653392234,9.861450938566229
1049,12.277130587174934,,10.05052159091216,6.467733628808157
1050,18.3815674596634,,10.989397371881008,8.324934281483532
1051,23.613626543180402,,12.110180129317333,6.618817705618427
1052,23.521456407278542,,12.4400495385657,9.068849484893994
