seconds,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process
47325,20.35430363179824,120.70750000000001,0.30696999999999997,0.65245,0.0,137570087932.5,7386892.5,0.6127548125,36.75,7.9291237500000005,0.49,2.0,1.5
47326,18.597387486838034,120.78,0.22764,0.5206500000000001,0.0,137577474825.0,4887585.75,0.629428275,37.75,7.3868925,0.49,2.0,1.5
47327,17.625313535601197,120.78,0.21042,0.5095000000000001,0.0,137582362410.75,5153994.75,0.6460971791666666,38.75,4.88758575,0.47,1.5,1.5
47328,19.56416538243823,120.74,0.2676275,0.6108,0.0,137587516405.5,6424459.5,0.6627812875,39.75,5.15399475,0.45,1.0,1.5
47329,19.882672010817842,120.75,0.27764,0.591325,0.0,137593940865.0,6899172.75,0.6794581916666667,40.75,6.4244595,0.45,1.5,1.5
47330,18.935602999795883,120.76,0.2763175,0.59415,0.0,137600840037.75,6797654.25,0.6961316500000001,41.75,6.89917275,0.45,2.0,1.5
47331,18.47144357775117,120.775,0.24917,0.5474,0.0,137607637692.0,4139794.75,0.7128033458333334,42.75,6.79765425,0.45,1.5,1.5
47332,18.41952961801811,120.7775,0.226845,0.57365,0.0,137611777486.75,6083916.75,0.7294740875,43.75,4.13979475,0.45,1.0,1.5
47333,21.40186099878619,120.745,0.2512875,0.768225,0.0,137617861403.5,6936524.0,0.7461470375,44.75,6.08391675,0.43,1.5,1.5
47334,19.47858267080855,120.83500000000001,0.22774,0.6501250000000001,0.0,137624797927.5,6973124.5,0.7628177291666667,45.75,6.936524,0.41,2.0,1.5
47335,19.054506629261134,120.77,0.27366250000000003,0.6136999999999999,0.0,137631771052.0,5925190.0,0.7794886,46.75,6.9731245,0.41,1.5,1.5
47336,17.198342926685598,120.855,0.1830525,0.4653,0.0,137637696242.0,4592752.0,0.7961540916666666,47.75,5.92519,0.41,1.0,1.5
47337,19.753407561697216,120.74000000000001,0.26988,0.60205,0.0,137642288994.0,6573205.25,0.8128326708333333,48.75,4.592752,0.395,1.5,1.5
47338,19.818908173063498,120.75,0.25700999999999996,0.648325,0.0,137648862199.25,6997335.5,0.8295083416666666,49.75,6.57320525,0.38,2.0,1.5
47339,19.132924332352545,120.76,0.271105,0.58265,0.0,137655859534.75,7237618.75,0.8461818,50.75,6.9973355,0.38,1.5,1.5
47340,18.875459957197844,120.78,0.24775,0.5811999999999999,0.0,137663097153.5,3885889.0,0.86285535,51.75,7.237618749999999,0.38,1.0,1.5
47341,19.9033359707232,120.7725,0.230485,0.58625,0.0,137666983042.5,5771128.5,0.8795235583333334,52.75,3.8858889999999997,0.38,1.5,1.5
47342,19.25496000657064,120.755,0.24797249999999998,0.552325,0.0,137672754171.0,6938195.75,0.8962063541666667,53.75,5.7711285,0.38,2.0,1.5
47343,19.944310320077612,120.67,0.267935,0.6126,0.0,137679692366.75,7080666.5,0.9128806291666667,54.75,6.93819575,0.365,2.0,1.5
47344,19.592988685350633,120.71,0.26021,0.566925,0.0,137686773033.25,6634360.75,0.9295509958333333,55.75,7.0806664999999995,0.35,2.0,1.5
47345,19.384298000852688,120.655,0.2707925,0.620325,0.0,137693407394.0,3740186.5,0.9462178625,56.75,6.63436075,0.35,1.5,1.5
47346,18.256761490004727,120.74,0.206165,0.50135,0.0,137697147580.5,5806803.5,0.9629006166666667,57.75,3.7401864999999996,0.35,1.0,1.5
47347,20.100085613750135,120.7125,0.24760749999999998,0.563575,0.0,137702954384.0,6842547.5,0.9795784083333334,58.75,5.8068035,0.33499999999999996,1.5,1.5
47348,19.606417093361408,120.72,0.2576525,0.589775,0.0,137711511148.0,7114484.0,1.0004178166666666,60.0,6.856866,0.32,2.0,1.5
47349,19.013901246616072,120.6925,0.2564675,0.57675,0.0,137718625632.0,5779182.0,1.0170895,61.0,7.114484,0.32,1.5,1.5
47350,18.52467971681252,120.6225,0.25956999999999997,0.612725,0.0,137724404814.0,3547444.0,1.03375625,62.0,5.779182,0.32,1.0,1.5
47351,17.46864407750669,120.7575,0.1959575,0.478825,0.0,137727952258.0,7468830.0,1.05044405,63.0,3.547444,0.32,1.5,1.5
47352,20.623718420509356,120.6375,0.25871500000000003,0.64255,0.0,137735421088.0,7275548.0,1.0671146,64.0,7.46883,0.32,2.0,1.5
47353,20.467121867764302,120.655,0.26664499999999997,0.644575,0.0,137742696636.0,7504944.0,1.0837858833333334,65.0,7.275548,0.305,2.0,1.5
47354,19.69465762295021,120.6475,0.2478075,,0.0,137750201580.0,3664944.0,1.1004638166666667,66.0,7.504944,0.29,2.0,1.5
47355,18.658327120270343,120.735,0.2504775,0.554125,0.0,137753866524.0,6393122.0,1.1171341499999998,67.0,3.664944,0.29,2.0,1.5
47356,19.78573018157691,120.75,0.2287975,0.577225,0.0,137760259646.0,10150330.0,1.13380795,68.0,6.393122,0.29,2.0,1.5
47357,23.33645626909662,120.6525,0.30413,0.766875,0.0,137770409976.0,17803386.0,1.1504621333333334,69.0,10.15033,0.36,5.0,1.5
47358,31.7910361752101,120.5425,0.3892825,0.8588,0.0,137788213362.0,42912810.0,1.1671345166666667,70.0,17.803386,0.43,8.0,1.5
47359,67.36996971066795,120.27250000000001,0.7396,0.979325,0.0,137831126172.0,34247076.0,1.1838065333333332,71.0,42.91281,0.43,18.0,1.5
47360,74.15978960253136,120.41499999999999,0.5877375,0.977525,0.0,137865373248.0,36487554.0,1.2004833166666666,72.0,34.247076,0.43,28.0,1.5
47361,71.81938825856778,120.405,0.6429400000000001,0.96945,0.0,137901860802.0,39885360.0,1.2171633833333333,73.0,36.487554,0.43,26.5,1.6
47362,76.41723994588214,120.36,0.6883175,0.9798250000000001,0.0,137941746162.0,36541686.0,1.23383485,74.0,39.88536,0.43,25.0,1.5
47363,78.8738425860063,120.3425,0.6270725,0.9734,0.0,137978287848.0,11960160.0,1.2505153666666666,75.0,36.541686,0.575,20.5,1.5
47364,48.21857275490011,120.65,0.3131475,0.7148,0.0,137990248008.0,24489204.0,1.2671918666666668,76.0,11.96016,0.72,16.0,1.5
47365,47.79440819595151,120.5175,0.45711500000000005,0.96225,0.0,138014737212.0,34968660.0,1.2838689333333333,77.0,24.489204,0.72,16.5,1.5
47366,63.339613432847955,120.4075,0.6039300000000001,0.976175,0.0,138049705872.0,29858700.0,1.3005482666666666,78.0,34.96866,0.72,17.0,1.5
47367,63.153989760226786,120.4725,0.535045,0.965,0.0,138079564572.0,48316632.0,1.3172287666666667,79.0,29.8587,0.77,21.5,1.5
47368,80.24542279143046,120.20750000000001,0.8371225,0.97905,0.0,138127881204.0,53096820.0,1.3338978333333331,80.0,48.316632,0.82,26.0,1.5
47369,101.07540088722246,120.16,0.89684,0.982075,0.0,138180978024.0,39497712.0,1.3505671333333333,81.0,53.09682,0.82,34.5,1.5
47370,90.13277025302212,120.33500000000001,0.6702075,0.9718749999999999,0.0,138220475736.0,33901501.0,1.3672406,82.0,39.497712,0.82,43.0,1.5
47371,72.84363141275061,120.3625,0.58984,0.966675,0.0,138254377237.0,44693771.0,1.3839155833333334,83.0,33.901501,0.82,33.5,1.5
47372,83.72795552720143,120.25,0.7613125000000001,0.979125,0.0,138299071008.0,30708924.0,1.40058605,84.0,44.693771,0.82,24.0,1.5
47373,74.90011117208105,120.4525,0.539015,0.964,0.0,138329779932.0,32058300.0,1.4172669666666666,85.0,30.708924,0.9450000000000001,21.5,1.5
47374,65.27627464241667,120.4525,0.580365,0.96685,0.0,138361838232.0,34432596.0,1.4339470666666665,86.0,32.0583,1.07,19.0,1.5
47375,72.03782324164425,120.445,0.5991325,0.9249,0.0,138396270828.0,28506132.0,1.4506281166666668,87.0,34.432596,1.07,18.5,1.5
47376,61.15654656031878,120.4375,0.5413875,0.951075,0.0,138424776960.0,39947160.0,1.4673053666666667,88.0,28.506132,1.07,18.0,1.5
47377,71.83475287913254,120.3575,0.68343,0.979225,0.0,138464724120.0,43440648.0,1.4839753999999998,89.0,39.94716,1.31,26.25,1.5
47378,83.00748441627972,120.2825,0.7364824999999999,0.980425,0.0,138508164768.0,29025804.0,1.5006490333333333,90.0,43.440648,1.39,29.0,1.5
47379,74.11975003334877,120.495,0.5495125,0.8707,0.0,138537190572.0,29507892.0,1.5173337333333334,91.0,29.025804,1.39,20.75,1.5
47380,58.515821733007044,120.4525,0.540865,0.9617249999999999,0.0,138566698464.0,49981920.0,1.5340038500000002,92.0,29.507892,1.39,18.0,1.5
47381,86.38858804809502,120.185,0.8526075,0.98035,0.0,138616680384.0,47242500.0,1.5506731500000002,93.0,49.98192,1.39,38.25,1.5
47382,94.5420643903476,120.22749999999999,0.8016625,0.978575,0.0,138663922884.0,38942109.0,1.56734525,94.0,47.2425,1.39,45.0,1.5
47383,87.53704073512247,120.27250000000001,0.678105,0.9725,0.0,138702864993.0,28788447.0,1.5840263499999998,95.0,38.942109,1.5475,28.5,1.5
47384,70.66929360326431,120.44,0.5352333333333333,0.9707666666666667,0.0,138731653440.0,21447150.0,1.6007071833333333,96.0,28.788447,1.6000000000000003,23.0,1.5
47385,52.60626182366249,120.57,0.42154,0.8139,0.0,138747738802.5,27835350.75,1.6132142833333334,96.75,23.28247425,1.6,19.0,1.5
47386,62.179242938861364,120.3675,0.603575,0.9769,0.0,138775574153.25,28491589.0,1.6298995291666667,97.75,27.83535075,1.6,15.0,1.5
47387,56.352775429620614,120.46000000000001,0.4871125,0.870175,0.0,138804065742.25,37103090.75,1.6465662375,98.75,28.491588999999998,1.615,17.5,1.5
47388,67.7007820806519,120.285,0.658455,0.979725,0.0,138841168833.0,42926421.0,1.6632373416666666,99.75,37.10309075,1.63,20.0,1.5
47389,79.42722197756453,120.29249999999999,0.7099275,0.978525,0.0,138884095254.0,41692734.0,1.6799111458333333,100.75,42.926421,1.63,25.0,1.5
47390,86.17635782181326,120.2775,0.7464925,0.976,0.0,138925787988.0,30024699.0,1.696587425,101.75,41.692734,1.63,30.0,1.5
47391,77.20461988801736,120.465,0.5860725,0.8941,0.0,138955812687.0,37265954.0,1.7132677458333334,102.75,30.024699,1.63,25.5,1.5
47392,64.16157631011296,120.425,0.6061425,0.96405,0.0,138993078641.0,45135331.0,1.7299426333333334,103.75,37.265954,1.63,21.0,1.5
47393,85.08527549705812,120.25999999999999,0.782905,0.9778249999999999,0.0,139038213972.0,39479415.0,1.7466125916666666,104.75,45.135331,1.765,26.5,1.5
47394,87.64199734684367,120.3125,0.7086125,0.9763999999999999,0.0,139077693387.0,22337774.75,1.7632839125,105.75,39.479414999999996,1.9,32.0,1.5
47395,70.59206606297715,120.535,0.494255,0.818375,0.0,139100031161.75,19022037.5,1.7799669208333335,106.75,22.33777475,1.9,21.5,1.5
47396,38.655727879220805,120.6825,0.36474,0.7132499999999999,0.0,139119053199.25,29664452.75,1.7966484083333332,107.75,19.0220375,1.9,11.0,1.5
47397,55.580296288800916,120.42750000000001,0.5506875,0.978325,0.0,139148717652.0,20773296.0,1.81332345,108.75,29.66445275,1.9449999999999998,12.0,1.4249999999999998
47398,52.811090413941095,120.505,0.43066,0.80185,0.0,139169490948.0,33287847.0,1.8299991666666666,109.75,20.773296000000002,1.99,13.0,1.4
47399,58.94146778338726,120.3725,0.600975,0.973,0.0,139202778795.0,41978949.0,1.8466710083333333,110.75,33.287847,1.99,20.0,1.4
47400,78.4937485147913,120.2775,0.7360575,0.9771,0.0,139244757744.0,39291804.0,1.8633418208333332,111.75,41.978949,1.99,27.0,1.4
47401,85.90233911840141,120.2525,0.7571425,0.9812000000000001,0.0,139284049548.0,34512671.0,1.8800223666666667,112.75,39.291804,1.99,25.5,1.4
47402,69.22662664732817,120.4975,0.540985,0.896475,0.0,139318562219.0,43500034.0,1.8966971,113.75,34.512671000000005,1.99,24.0,1.4
47403,82.1815055580235,120.2875,0.7857175000000001,0.9797750000000001,0.0,139362062253.0,38532093.0,1.9133687833333333,114.75,43.500034,2.11,28.0,1.4
47404,85.97743185948144,120.36500000000001,0.6986675,0.97915,0.0,139400594346.0,23937747.0,1.9300494750000001,115.75,38.532092999999996,2.23,32.0,1.4
47405,61.870581339461495,120.5625,0.43137000000000003,0.91825,0.0,139424532093.0,29699353.0,1.9467319625,116.75,23.937747,2.23,22.5,1.4
47406,57.14417950460471,120.4925,0.511035,0.966325,0.0,139454231446.0,33977601.5,1.9634061083333334,117.75,29.699353000000002,2.23,13.0,1.4
47407,68.8618045990556,120.38499999999999,0.63844,0.961875,0.0,139488209047.5,29605224.0,1.9800795083333331,118.75,33.9776015,2.26,17.0,1.4
47408,68.35489188423325,120.45,0.5647775,0.970175,0.0,139517814271.5,23935473.0,1.9967595791666666,119.75,29.605224,2.29,21.0,1.4
47409,52.042703466404404,120.5625,0.4480925,0.8031,0.0,139541749744.5,35802251.5,2.0134390499999997,120.75,23.935472999999998,2.29,20.0,1.4
47410,64.0093991522837,120.35,0.6421924999999999,0.9772000000000001,0.0,139577551996.0,18947522.0,2.0301125124999997,121.75,35.8022515,2.29,19.0,1.4
47411,64.52908688646332,120.5525,0.44882500000000003,0.720625,0.0,139596499518.0,15009740.5,2.046797025,122.75,18.947522,2.29,14.0,1.4
47412,34.796391886439835,120.6575,0.328745,0.7127749999999999,0.0,139611509258.5,22771047.5,2.0634645166666665,123.75,15.0097405,2.29,9.0,1.4
47413,45.59342139193421,120.535,0.46399250000000003,0.9458249999999999,0.0,139634280306.0,28404825.0,2.080141129166667,124.75,22.771047499999998,2.24,11.5,1.4
47414,53.328538851203405,120.5,0.49368,0.960875,0.0,139662685131.0,26850495.0,2.0968171958333333,125.75,28.404825,2.19,14.0,1.4
47415,58.81601355317393,120.485,0.49705499999999997,0.966325,0.0,139689535626.0,38139798.0,2.1134903416666666,126.75,26.850495000000002,2.19,17.5,1.4
47416,68.30109605411705,120.30250000000001,0.7033525,0.9735,0.0,139727675424.0,28540128.0,2.1301677874999996,127.75,38.139798,2.19,21.0,1.4
47417,72.3610567875935,120.4075,0.5553475,0.948325,0.0,139756215552.0,30619287.0,2.146843983333333,128.75,28.540128,2.0999999999999996,18.5,1.4
47418,57.13650953470118,120.4875,0.5146925,0.878525,0.0,139786834839.0,30782859.0,2.1635222499999998,129.75,30.619287,2.01,16.0,1.4
47419,65.52036941428176,120.355,0.569305,0.977625,0.0,139817617698.0,16069011.0,2.180201304166667,130.75,30.782859000000002,2.01,14.0,1.4
47420,54.12200464636904,120.55,0.38749500000000003,0.7592,0.0,139833686709.0,8690105.0,2.1968902249999998,131.75,16.069011,2.01,12.0,1.4
47421,29.8515958155932,120.6625,0.2355,inf,0.0,139842376814.0,29289165.0,2.2135699708333334,132.75,8.690104999999999,2.01,12.5,1.4
47422,37.268258080323925,120.44,0.5453,0.798275,0.0,139871665979.0,39660883.0,2.2302357041666667,133.75,29.289165000000004,2.01,13.0,1.4
47423,75.21930081508577,120.2575,0.7506525,0.9792,0.0,139911326862.0,22665948.0,2.2469062416666663,134.75,39.660883,2.09,16.0,1.4
47424,63.24346402570209,120.5475,0.4308575,0.8024249999999999,0.0,139933992810.0,20673174.0,2.2635860749999996,135.75,22.665948,2.17,19.0,1.4
47425,51.73800311257107,120.4675,0.4505325,0.9641,0.0,139954665984.0,20035013.0,2.280274970833333,136.75,20.673174,2.17,14.0,1.4
47426,40.13357227232831,120.5725,0.3694175,0.75085,0.0,139974700997.0,36519722.5,2.296945554166667,137.75,20.035013,2.17,9.0,1.4
47427,60.76299665258604,120.2925,0.6695225,0.9678,0.0,140011220719.5,35810479.0,2.3136151583333335,138.75,36.5197225,2.285,19.0,1.4
47428,81.6167414712859,120.20750000000001,0.7527475,0.9785,0.0,140047031198.5,16627992.5,2.330300875,139.75,35.810479,2.4,29.0,1.4
47429,52.749203927255735,120.65,0.290605,0.7101,0.0,140063659191.0,17205768.0,2.346968695833333,140.75,16.627992499999998,2.4,18.0,1.4
47430,44.7239231129341,120.5,0.4608125,0.86305,0.0,140080864959.0,31222155.75,2.3636460041666667,141.75,17.205768,2.4,7.0,1.4
47431,45.29450441691548,120.4925,0.49288,0.817725,0.0,140112087114.75,37224850.5,2.3803201125,142.75,31.22215575,2.4,16.5,1.4
47432,77.4460946105014,120.23,0.75871,0.982,0.0,140149311965.25,29662578.75,2.3970008500000004,143.75,37.2248505,2.4,26.0,1.4
47433,65.66287456598138,120.4425,0.5039525,0.894,0.0,140178974544.0,22975404.0,2.4136775333333333,144.75,29.66257875,2.3049999999999997,19.5,1.4
47434,61.690591808292126,120.41499999999999,0.5268425,0.966275,0.0,140201949948.0,32374908.0,2.4303637124999997,145.75,22.975404,2.21,13.0,1.4
47435,52.50758750317094,120.4975,0.4992675,0.809725,0.0,140234324856.0,36591948.0,2.4470293374999996,146.75,32.374908,2.21,18.5,1.4
47436,77.71835423451135,120.2675,0.7424375000000001,0.9772,0.0,140270916804.0,33441489.0,2.4637016125000004,147.75,36.591948,2.21,24.0,1.4
47437,66.24844492670617,120.47,0.4837275,0.9578,0.0,140304358293.0,42685251.0,2.4803736416666666,148.75,33.441489000000004,2.2800000000000002,24.0,1.4
47438,80.59706122690216,120.1625,0.8118375,0.98365,0.0,140347043544.0,42752844.0,2.4970462791666668,149.75,42.685250999999994,2.35,24.0,1.4
47439,83.68421930057922,120.295,0.6998575,0.97115,0.0,140389796388.0,47386422.0,2.513717383333333,150.75,42.752843999999996,2.35,28.5,1.4
47440,91.29149832906907,120.1625,0.8223775,0.98405,0.0,140437182810.0,53831337.0,2.5303868041666666,151.75,47.386422,2.35,33.0,1.4
47441,102.95697222380949,120.07249999999999,0.93952,0.9828,0.0,140491014147.0,41940091.5,2.5470570458333333,152.75,53.831337,2.35,40.0,1.4
47442,102.74808803093664,120.17750000000001,0.811115,0.964675,0.0,140532954238.5,39841353.0,2.5637355375000004,153.75,41.9400915,2.35,47.0,1.4
47443,80.28329986122787,120.28999999999999,0.644685,0.9540500000000001,0.0,140572795591.5,36695233.5,2.580414354166667,154.75,39.841353,2.295,35.5,1.4
47444,78.76846987168082,120.315,0.62303,0.9726250000000001,0.0,140609490825.0,25870464.0,2.5970874041666665,155.75,36.6952335,2.24,24.0,1.4
47445,69.45865876619057,120.36500000000001,0.5376375,0.962475,0.0,140635361289.0,25724803.0,2.6137693750000004,156.75,25.870464,2.24,18.5,1.4
47446,53.06495254476235,120.4825,0.44077,0.9143749999999999,0.0,140661086092.0,33482108.0,2.630438025,157.75,25.724803,2.24,13.0,1.325
47447,63.330670905997444,120.2625,0.6265975,0.97805,0.0,140694568200.0,33249897.0,2.647114908333333,158.75,33.482108,2.2300000000000004,16.0,1.375
47448,68.21469620952999,120.3175,0.5691,0.97105,0.0,140727818097.0,41280258.0,2.6637883958333335,159.75,33.249897000000004,2.22,19.0,1.325
47449,78.33083270990815,120.16499999999999,0.7372925,0.97165,0.0,140769098355.0,39366315.0,2.680461375,160.75,41.280258,2.22,24.5,1.3
47450,81.12657283364896,120.185,0.68119,0.97435,0.0,140808464670.0,31620039.0,2.6971396375000003,161.75,39.366315,2.22,30.0,1.3
47451,71.30763703735911,120.3125,0.54927,0.9692000000000001,0.0,140840084709.0,24942858.0,2.7138211208333334,162.75,31.620039,2.22,21.5,1.3
47452,56.71852997766992,120.47,0.4387075,0.842975,0.0,140865027567.0,37418319.0,2.730495020833333,163.75,24.942858,2.22,13.0,1.3
47453,68.98532652263856,120.21000000000001,0.71824,0.974025,0.0,140902445886.0,39286773.0,2.7471682916666667,164.75,37.418319,2.335,20.0,1.3
47454,81.80682579808551,120.2125,0.7250099999999999,0.978125,0.0,140941732659.0,39443631.5,2.7638466083333335,165.75,39.286773,2.45,27.0,1.3
47455,77.18941952412032,120.2425,0.6607,0.974575,0.0,140981176290.5,33943600.0,2.78052715,166.75,39.443631499999995,2.45,24.5,1.3
47456,76.4952218027413,120.29249999999999,0.612985,0.96905,0.0,141015119890.5,31439880.0,2.7972017875,167.75,33.9436,2.45,22.0,1.3
47457,70.43691122983819,120.2975,0.5888175,0.9751,0.0,141046559770.5,21407088.75,2.8138823208333337,168.75,31.439880000000002,2.39,17.5,1.3
47458,55.185022186284144,120.4975,0.423755,0.7941,0.0,141067966859.25,25128045.0,2.8305635291666666,169.75,21.40708875,2.33,13.0,1.3
47459,51.720617176926815,120.4,0.48694,0.9615,0.0,141093094904.25,35916741.75,2.847241691666667,170.75,25.128045,2.33,15.5,1.3
47460,63.20689970918013,120.3,0.6092124999999999,0.975725,0.0,141129011646.0,50966502.0,2.863913058333333,171.75,35.91674175,2.33,18.0,1.3
47461,90.75606817017415,120.0075,0.9226975,0.98165,0.0,141179978148.0,57108234.0,2.8805826375,172.75,50.966502,2.33,44.0,1.375
47462,109.36715446765882,119.9725,0.9890775,0.98525,0.0,141237086382.0,47868762.0,2.8972520625,173.75,57.108233999999996,2.33,70.0,1.4
47463,103.42982678768487,120.16,0.782115,0.973875,0.0,141284955144.0,32094975.0,2.9139239249999997,174.75,47.868762,2.515,50.0,1.4
47464,74.64514358672314,120.3475,0.5100575,0.964075,0.0,141317050119.0,26280132.0,2.93060055,175.75,32.094975,2.7,30.0,1.4
47465,62.17023535017222,120.4125,0.48752,0.9627,0.0,141343330251.0,24941845.0,2.9472810208333335,176.75,26.280132000000002,2.7,22.0,1.4
47466,56.258752857576354,120.4225,0.4844425,0.904725,0.0,141368272096.0,32656161.5,2.9639633625000004,177.75,24.941845,2.7,14.0,1.4
47467,60.47737806110409,120.27,0.6148,0.9742999999999999,0.0,141400928257.5,36965931.0,2.9806374458333336,178.75,32.6561615,2.795,18.5,1.4
47468,73.3164481724711,120.3025,0.6536675000000001,0.97435,0.0,141437894188.5,44193856.5,2.9973072875,179.75,36.965931000000005,2.89,23.0,1.325
47469,87.66846168121032,120.175,0.8119675,0.97655,0.0,141482088045.0,33503997.0,3.013979283333333,180.75,44.1938565,2.89,27.0,1.375
47470,74.35026919965858,120.3775,0.547545,0.9573499999999999,0.0,141515592042.0,30805791.0,3.03065405,181.75,33.503997,2.89,31.0,1.325
47471,65.28564458483802,120.1925,0.5591550000000001,0.9684,0.0,141546397833.0,36704235.0,3.0473284375,182.75,30.805791,2.89,25.0,1.375
47472,74.74520371481962,120.06,0.672705,0.97525,0.0,141583102068.0,38954811.0,3.0640004375,183.75,36.704235,2.89,19.0,1.4
47473,80.9993415869282,120.0425,0.6970375,0.974225,0.0,141622056879.0,34278381.0,3.0806753916666665,184.75,38.954811,2.975,21.5,1.4
47474,71.40762736502145,120.1475,0.58512,0.9704,0.0,141656335260.0,35982216.0,3.0973500208333333,185.75,34.278381,3.06,24.0,1.4
47475,72.93543328034166,120.0875,0.6441749999999999,0.974175,0.0,141692317476.0,38356416.0,3.1140219,186.75,35.982216,3.06,23.5,1.325
47476,77.56049803061003,120.0475,0.6813375,0.975175,0.0,141730673892.0,40869951.0,3.1306936333333337,187.75,38.356415999999996,3.06,23.0,1.3
47477,83.43337625214949,120.0,0.7211799999999999,0.979225,0.0,141771543843.0,29741802.0,3.1473660416666664,188.75,40.869951,3.0549999999999997,23.5,1.3
47478,70.55938736314108,120.21,0.5134275,0.9035,0.0,141801285645.0,10617309.0,3.1640468333333334,189.75,29.741802,3.05,24.0,1.3
47479,35.936913205890164,120.4425,0.274485,0.571225,0.0,141811902954.0,24838518.0,3.1807215041666668,190.75,10.617309,3.05,16.5,1.3
47480,48.98938965323423,120.19,0.5570725000000001,0.964175,0.0,141836741472.0,28270391.25,3.197394133333333,191.75,24.838518,3.05,9.0,1.3
47481,59.89357418074154,120.24,0.522865,0.962075,0.0,141865011863.25,33949945.5,3.2140744916666666,192.75,28.27039125,3.05,13.5,1.3
47482,64.53439443579605,120.16499999999999,0.62398,0.970025,0.0,141898961808.75,43476020.25,3.2307487375,193.75,33.9499455,3.05,18.0,1.3
47483,84.97055220403465,120.07,0.7944,0.984625,0.0,141942437829.0,37765182.0,3.2474228708333333,194.75,43.47602025,3.13,24.0,1.3
47484,80.38897545918871,120.13,0.6251975,0.96985,0.0,141980203011.0,40336161.0,3.2641003458333335,195.75,37.765181999999996,3.21,30.0,1.3
47485,77.9063515327512,120.0975,0.7194075,0.9767,0.0,142020539172.0,42676719.0,3.2807741666666663,196.75,40.336161000000004,3.21,29.0,1.3
47486,85.97562945301357,120.1425,0.73607,0.9767,0.0,142063215891.0,46998318.0,3.2974447749999998,197.75,42.676719000000006,3.21,28.0,1.3
47487,95.26514935666856,120.0525,0.839295,0.98015,0.0,142110214209.0,42610101.0,3.314116333333333,198.75,46.998318,3.2,32.5,1.3
47488,90.44362921053613,120.0975,0.7122850000000001,0.980125,0.0,142152824310.0,32370474.0,3.3307944000000003,199.75,42.610101,3.19,37.0,1.3
47489,73.63926217344974,120.245,0.547075,0.9702,0.0,142185194784.0,19987524.0,3.347470641666667,200.75,32.370474,3.19,24.5,1.3
47490,51.66593509784528,120.38,0.37366750000000004,0.84105,0.0,142205182308.0,10666716.75,3.364149283333333,201.75,19.987524,3.19,12.0,1.3
47491,35.04597241699265,120.4925,0.31224,0.656725,0.0,142215849024.75,15698571.5,3.3808348125000003,202.75,10.666716749999999,3.19,9.0,1.3
47492,38.83962335231993,120.36,0.42916,0.81325,0.0,142231547596.25,22935892.75,3.397511441666667,203.75,15.6985715,3.19,6.0,1.3
47493,41.43438029939202,120.295,0.478575,0.7991250000000001,0.0,142254483489.0,29575839.0,3.4141723750000006,204.75,22.93589275,3.065,10.0,1.3
47494,60.666708884884024,120.1275,0.5711200000000001,0.9708,0.0,142284059328.0,28306438.5,3.430846525,205.75,29.575839,2.94,14.0,1.3
