seconds,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process
47495,56.17756435326065,120.1475,0.5457775,0.829425,0.0,142312365766.5,37698048.0,3.447519975,206.75,28.3064385,2.94,19.0,1.3
47496,77.43174092621788,120.0275,0.7241575,0.978575,0.0,142350063814.5,40799140.5,3.46419,207.75,37.698048,2.94,24.0,1.3
47497,78.40026092138491,120.05000000000001,0.7026975,0.97005,0.0,142390862955.0,46543012.5,3.480861225,208.75,40.7991405,2.98,27.0,1.3
47498,91.49811132222453,119.94749999999999,0.8306475,0.9833000000000001,0.0,142437405967.5,41369468.0,3.497531991666667,209.75,46.5430125,3.02,30.0,1.3
47499,86.64682107846612,120.055,0.6822425,0.973175,0.0,142478775435.5,45738893.5,3.514203075,210.75,41.369468000000005,3.02,31.0,1.3
47500,90.90722126593971,119.9475,0.823175,0.983225,0.0,142524514329.0,45632112.0,3.5308755625000003,211.75,45.7388935,3.02,32.0,1.3
47501,90.64145442595213,119.9375,0.7748649999999999,0.97875,0.0,142570146441.0,50278881.0,3.547545808333333,212.75,45.632112000000006,3.02,37.0,1.3
47502,102.61568148267109,119.8075,0.90883,0.983125,0.0,142620425322.0,35061724.0,3.564222125,213.75,50.278881,3.02,42.0,1.3
47503,81.26329782398933,120.0875,0.54803,0.962675,0.0,142655487046.0,35853608.0,3.580900945833333,214.75,35.061724,3.06,31.0,1.3
47504,72.87960387683235,120.00333333333333,0.6642466666666667,0.9761666666666667,0.0,142688173192.0,37596536.0,3.5961898444444445,215.66666666666666,35.13496266666667,3.1,20.0,1.3
47505,75.09921856803618,120.075,0.6224425,0.973175,0.0,142728885564.0,31920444.0,3.6142595833333333,216.75,37.54491,3.1,19.75,1.3
47506,72.83274065318548,120.1325,0.5870675,0.964475,0.0,142760806008.0,39527502.0,3.6309329333333333,217.75,31.920444,3.1,19.0,1.3
47507,74.59643253082984,120.0575,0.70188,0.978025,0.0,142800333510.0,39320004.0,3.6476052250000004,218.75,39.527502,3.1375,20.75,1.3
47508,80.01932212565227,120.0925,0.693285,0.9745,0.0,142839653514.0,32606922.0,3.6642791875,219.75,39.320004,3.25,26.0,1.3
47509,75.05648514236911,120.16,0.5865975,0.963325,0.0,142872260436.0,25080840.0,3.680954333333333,220.75,32.606922,3.25,23.25,1.3
47510,58.75011418268282,120.27250000000001,0.4762675,0.8675999999999999,0.0,142897341276.0,28182051.0,3.697628895833333,221.75,25.080840000000002,3.25,15.0,1.3
47511,62.36928794026214,120.1625,0.56126,0.9686,0.0,142925523327.0,27389718.0,3.714313329166667,222.75,28.182051,3.25,15.0,1.3
47512,54.09146343445694,120.22,0.4565825,0.840625,0.0,142952913045.0,34041900.0,3.7309807583333336,223.75,27.389718000000002,3.25,15.0,1.3
47513,66.82449690311311,120.0775,0.6433325,0.97745,0.0,142986954945.0,33366467.0,3.7476543791666668,224.75,34.0419,3.245,16.75,1.3
47514,69.86973940643746,120.1275,0.6020949999999999,0.961625,0.0,143020321412.0,25468994.5,3.7643292791666667,225.75,33.366467,3.23,22.0,1.3
47515,67.38783898148563,119.975,0.533445,0.95135,0.0,143045790406.5,23550773.0,3.7810103125000003,226.75,25.4689945,3.23,19.5,1.3
47516,53.1418273644547,120.145,0.45084,0.917575,0.0,143069341179.5,20278876.0,3.7976863666666665,227.75,23.550773,3.23,12.0,1.3
47517,47.53924495020557,120.34,0.3496025,0.8437250000000001,0.0,143089620055.5,19529059.5,3.8143654666666666,228.75,20.278876,3.205,11.0,1.3
47518,48.42255318754436,120.2725,0.4722425,0.960275,0.0,143109149115.0,25602753.5,3.83104745,229.75,19.529059500000002,3.13,8.0,1.3
47519,51.8342678703294,120.2525,0.5225,0.891575,0.0,143134751868.5,30681371.5,3.8477299333333335,230.75,25.6027535,3.13,9.5,1.3
47520,52.623385540666085,120.315,0.4741175,0.91135,0.0,143165433240.0,47320602.75,3.8644024041666665,231.75,30.6813715,3.13,14.0,1.3
47521,83.03472001831393,119.97,0.876615,0.9817,0.0,143212753842.75,49819214.5,3.8810715708333334,232.75,47.320602750000006,3.13,21.25,1.3
47522,98.91694155139717,119.98,0.8745975,0.9797,0.0,143262573057.25,43931999.75,3.897743204166667,233.75,49.8192145,3.13,43.0,1.3
47523,96.98977959149047,120.035,0.8044450000000001,0.97955,0.0,143306505057.0,33596787.0,3.9144181666666666,234.75,43.93199975,3.165,33.5,1.3
47524,78.61112477991688,120.2425,0.55122,0.9641500000000001,0.0,143340101844.0,32599819.0,3.931093291666667,235.75,33.596787,3.2,24.0,1.3
47525,65.95957575965804,120.21000000000001,0.5660675,0.933025,0.0,143372701663.0,42939689.0,3.9477646291666666,236.75,32.599819000000004,3.2,26.0,1.3
47526,81.7135166648939,119.9875,0.8139974999999999,0.979475,0.0,143415641352.0,41957898.0,3.964436779166667,237.75,42.939689,3.2,28.0,1.3
47527,85.46133402624103,120.0625,0.69958,0.97675,0.0,143457599250.0,32553045.0,3.9811155583333333,238.75,41.957898,3.1950000000000003,25.0,1.3
47528,77.38525989970047,120.1575,0.5934625,0.964475,0.0,143490152295.0,33001593.0,3.9977961375,239.75,32.553045,3.19,22.0,1.3
47529,66.53799967691809,120.2275,0.54642,0.9560500000000001,0.0,143523153888.0,41872212.0,4.014468966666667,240.75,33.001593,3.19,24.0,1.3
47530,82.20936482242804,119.94500000000001,0.8253775,0.9823500000000001,0.0,143565026100.0,37802157.0,4.031140983333334,241.75,41.872212000000005,3.19,26.0,1.3
47531,83.23755209386496,120.0,0.695255,0.972125,0.0,143602828257.0,45092487.0,4.047813583333333,242.75,37.802157,3.19,26.5,1.3
47532,81.16964505773697,120.015,0.7064075,0.975075,0.0,143647920744.0,35061786.0,4.064484145833333,243.75,45.092487000000006,3.19,27.0,1.3
47533,86.21921942836265,120.055,0.684225,0.968275,0.0,143682982530.0,31150087.5,4.081162354166667,244.75,35.061786,3.3,24.0,1.3
47534,72.08439330974987,120.1625,0.59723,0.957075,0.0,143714132617.5,32888310.0,4.097845275,245.75,31.1500875,3.41,21.0,1.3
47535,65.07254168367095,120.235,0.5547424999999999,0.9672000000000001,0.0,143747020927.5,39784090.5,4.114524116666667,246.75,32.88831,3.41,21.0,1.3
47536,71.05225655824938,120.16499999999999,0.6509575,0.970225,0.0,143786805018.0,38288970.0,4.131198608333333,247.75,39.7840905,3.41,21.0,1.3
47537,84.67827234963568,120.07249999999999,0.74022,0.97555,0.0,143825093988.0,39113559.0,4.14787625,248.75,38.28897,3.355,23.0,1.3
47538,76.27777806614753,120.1225,0.6190775,0.975975,0.0,143864207547.0,42227493.0,4.1645487249999995,249.75,39.113559,3.3,25.0,1.3
47539,87.98636478868204,119.94,0.8288475,0.9822,0.0,143906435040.0,23908744.5,4.181225,250.75,42.227493,3.3,23.5,1.3
47540,67.19388386076255,120.28999999999999,0.4108275,0.8230999999999999,0.0,143930343784.5,33724497.75,4.197900479166666,251.75,23.9087445,3.3,22.0,1.3
47541,61.12533773996908,120.10249999999999,0.620335,0.97295,0.0,143964068282.25,28895256.0,4.214577779166667,252.75,33.72449775,3.3,21.5,1.3
47542,73.03535281636657,120.09,0.6247075,0.873825,0.0,143992963538.25,29364927.75,4.231257583333334,253.75,28.895256,3.3,21.0,1.3
47543,58.306052211209604,120.17,0.49922999999999995,0.9676,0.0,144022328466.0,37799846.0,4.247936041666667,254.75,29.36492775,3.205,21.0,1.3
47544,67.21670621091144,120.09,0.6311125,0.9728749999999999,0.0,144060128312.0,36232369.0,4.2646092625,255.75,37.799846,3.11,21.0,1.3
47545,81.79910851123984,120.01,0.748795,0.9788250000000001,0.0,144096360681.0,30499217.25,4.2812855208333325,256.75,36.232369000000006,3.11,21.5,1.3
47546,64.43780855354868,120.2375,0.4804425,0.883525,0.0,144126859898.25,28583137.5,4.297964904166666,257.75,30.49921725,3.11,22.0,1.3
47547,66.14904790870705,120.0475,0.5661075,0.962925,0.0,144155443035.75,33981818.25,4.314647395833333,258.75,28.5831375,3.025,19.0,1.3
47548,62.62288665288057,120.1275,0.5521325,0.96475,0.0,144189424854.0,41526771.0,4.331320758333334,259.75,33.98181825,2.94,16.0,1.3
47549,82.51190906035663,119.9075,0.805565,0.977,0.0,144230951625.0,29133999.0,4.3479964791666665,260.75,41.526771000000004,2.94,20.0,1.3
47550,73.16432294039161,120.1575,0.5290425,0.957175,0.0,144260085624.0,31486494.0,4.364676133333333,261.75,29.133999000000003,2.94,24.0,1.3
47551,65.63593363798802,120.085,0.58962,0.969125,0.0,144291572118.0,32700489.0,4.381357816666667,262.75,31.486494,2.94,20.5,1.3
47552,66.28865026648093,120.1825,0.5463925000000001,0.969475,0.0,144324272607.0,18328443.0,4.3980374875,263.75,32.700489000000005,2.94,17.0,1.3
47553,57.40525872898207,120.25999999999999,0.4024875,0.7646,0.0,144342601050.0,28804806.0,4.4147174625000005,264.75,18.328443,2.9050000000000002,14.5,1.3
47554,50.2740107908286,120.1125,0.5572025,0.90545,0.0,144371405856.0,36825596.0,4.431392775,265.75,28.804806000000003,2.87,12.0,1.3
47555,66.85290371587794,120.0725,0.6242624999999999,0.963275,0.0,144408231452.0,34563871.0,4.448069183333334,266.75,36.825596000000004,2.87,17.0,1.3
47556,74.93741835718231,120.0875,0.6541699999999999,0.9788,0.0,144442795323.0,15656597.0,4.464743354166667,267.75,34.563871,2.87,22.0,1.3
47557,56.62908444755947,120.3225,0.36892,0.727025,0.0,144458451920.0,31385125.0,4.481417220833333,268.75,15.656597,2.835,18.0,1.3
47558,51.060465583359026,120.155,0.6088525,0.868825,0.0,144489837045.0,34917172.5,4.4980955375,269.75,31.385125,2.8,14.0,1.3
47559,68.0268126365645,120.14750000000001,0.5953525,0.9774,0.0,144524754217.5,36013356.0,4.514775029166667,270.75,34.9171725,2.8,16.5,1.3
47560,70.91213218903914,120.0925,0.6273475,0.97805,0.0,144560767573.5,31942426.5,4.531448270833333,271.75,36.013356,2.8,19.0,1.3
47561,76.6830529885883,119.8425,0.65021,0.972225,0.0,144592710000.0,19370599.0,4.548127304166666,272.75,31.9424265,2.8,16.5,1.3
47562,52.70246269756004,120.1,0.3592,0.84305,0.0,144612080599.0,39841187.0,4.564801291666667,273.75,19.370599,2.8,14.0,1.3
47563,60.61268066868417,119.8025,0.702915,0.912,0.0,144651921786.0,40413267.0,4.58147115,274.75,39.841187000000005,2.8099999999999996,26.0,1.3
47564,90.60012600355107,119.67,0.8579725,0.977025,0.0,144692335053.0,31439214.0,4.598150858333333,275.75,40.413267,2.82,38.0,1.3
47565,70.43451175345263,119.9875,0.47689000000000004,0.960225,0.0,144723774267.0,43160691.0,4.614826174999999,276.75,31.439214,2.82,31.0,1.3
47566,73.73499542200398,119.95,0.7309,0.97885,0.0,144766934958.0,52411680.0,4.6314968625,277.75,43.160691,2.82,24.0,1.3
47567,97.05568790082316,119.7525,0.9152225,0.982325,0.0,144819346638.0,52229670.0,4.648165991666667,278.75,52.411680000000004,3.025,38.0,1.3
47568,107.49054516498765,119.745,0.927095,0.982275,0.0,144871576308.0,35467230.0,4.6648373625,279.75,52.22967,3.23,52.0,1.3
47569,90.63811614411354,120.0325,0.6371249999999999,0.969375,0.0,144907043538.0,33569394.0,4.681513829166667,280.75,35.46723,3.23,35.5,1.3
47570,74.56490771120166,119.85249999999999,0.6130774999999999,0.973,0.0,144940612932.0,42855754.0,4.69819205,281.75,33.569394,3.23,19.0,1.3
47571,78.05686819145951,119.78,0.73049,0.97785,0.0,144983468686.0,37123349.0,4.7148697083333335,282.75,42.855754,3.23,22.5,1.3
47572,84.13616812776944,119.795,0.6698999999999999,0.970525,0.0,145020592035.0,38104369.5,4.731547341666667,283.75,37.123349,3.23,26.0,1.3
47573,73.67999794247744,119.83,0.638445,0.9754,0.0,145058696404.5,35945216.0,4.748225479166667,284.75,38.1043695,3.1799999999999997,24.0,1.3
47574,77.68471698098885,119.775,0.650045,0.977525,0.0,145094641620.5,31695092.5,4.76490365,285.75,35.945216,3.13,22.0,1.3
47575,70.78171117213543,119.83,0.5794375,0.9613,0.0,145126336713.0,44315475.0,4.781582695833333,286.75,31.6950925,3.13,23.5,1.3
47576,76.97473420242972,119.74000000000001,0.744375,0.97525,0.0,145170652188.0,47910852.0,4.798255008333333,287.75,44.315475,3.13,25.0,1.3
47577,94.76685018200338,119.6575,0.85622,0.9789,0.0,145218563040.0,46516494.0,4.81492755,288.75,47.910852,3.205,30.5,1.3
47578,93.69707852869901,119.6325,0.7810075,0.977175,0.0,145265079534.0,28031169.0,4.8315976874999995,289.75,46.516493999999994,3.28,36.0,1.3
47579,89.22247872974063,119.755,0.70496,0.934825,0.0,145293110703.0,28044219.0,4.8482827375,290.75,28.031169,3.28,27.5,1.3
47580,55.66889919301073,120.005,0.45321999999999996,0.7949999999999999,0.0,145321154922.0,41954046.0,4.864953033333333,291.75,28.044219000000002,3.28,19.0,1.3
47581,71.64150964624187,119.7375,0.7313825,0.9757750000000001,0.0,145363108968.0,37639970.0,4.881622945833334,292.75,41.954046,3.28,24.0,1.3
47582,80.64739266606269,119.805,0.6469825,0.9686250000000001,0.0,145400748938.0,33313597.0,4.8982962,293.75,37.63997,3.28,29.0,1.3
47583,71.38467227912165,120.0325,0.58341,0.9702000000000001,0.0,145434062535.0,46766193.0,4.914968729166667,294.75,33.313597,3.23,29.0,1.3
47584,86.56046196421711,119.5975,0.8751800000000001,0.979225,0.0,145480828728.0,37806934.5,4.931640454166667,295.75,46.766193,3.18,29.0,1.3
47585,86.42713186760854,119.7775,0.6689925,0.951825,0.0,145518635662.5,23063563.0,4.9483252250000005,296.75,37.8069345,3.18,23.0,1.3
47586,53.78067196141281,120.1875,0.4164125,0.74505,0.0,145541699225.5,23303672.0,4.964998691666667,297.75,23.063563,3.18,17.0,1.3
47587,54.19205181293522,119.935,0.4698575,0.95425,0.0,145565002897.5,31976832.0,4.98167535,298.75,23.303672,3.13,16.5,1.3
47588,66.43076901528576,119.8175,0.63664,0.9759,0.0,145596979729.5,16990597.5,4.998356966666666,299.75,31.976831999999998,3.08,16.0,1.3
47589,45.907393740570114,120.1475,0.3317725,0.71495,0.0,145613970327.0,23665293.0,5.0150377625,300.75,16.9905975,3.08,12.0,1.3
47590,48.93132186211089,119.94,0.4851625,0.9498249999999999,0.0,145637635620.0,38888253.0,5.031710295833333,301.75,23.665293000000002,3.08,8.0,1.3
47591,74.95963970409284,119.6825,0.7730025,0.977625,0.0,145676523873.0,34692429.0,5.048388583333333,302.75,38.888253000000006,3.08,16.5,1.3
47592,71.28481576795271,119.8925,0.57424,0.967025,0.0,145711216302.0,29899469.0,5.0650676625,303.75,34.692429,3.08,25.0,1.3
47593,67.53446789088545,119.8975,0.54896,0.96595,0.0,145741115771.0,16615294.0,5.081745204166666,304.75,29.899468999999996,3.04,18.0,1.3
47594,48.50334586560159,120.1125,0.3232975,0.7199,0.0,145757731065.0,12276783.0,5.098420891666667,305.75,16.615294,3.0,11.0,1.3
47595,33.06012608983093,120.1975,0.347885,0.69775,0.0,145770007848.0,22950393.0,5.1151015583333335,306.75,12.276783,3.0,9.0,1.3
47596,44.86591565666841,120.17750000000001,0.48435,0.9626,0.0,145792958241.0,32137992.0,5.131782120833334,307.75,22.950393,3.0,7.0,1.3
47597,62.42327837416609,120.075,0.6069375,0.9773000000000001,0.0,145825096233.0,22370082.0,5.148463487499999,308.75,32.137992,2.96,11.0,1.3
47598,53.98591093763727,120.2775,0.3909975,0.890325,0.0,145847466315.0,24065529.0,5.165139662500001,309.75,22.370082,2.92,15.0,1.3
47599,52.82696581612671,120.135,0.4961525,0.959575,0.0,145871531844.0,33209199.0,5.181819458333334,310.75,24.065529,2.92,15.0,1.3
47600,63.42902921745202,120.0325,0.615745,0.9699,0.0,145904741043.0,28164315.0,5.198494154166667,311.75,33.209199,2.92,15.0,1.3
47601,64.58833864011024,120.13,0.51446,0.96395,0.0,145932905358.0,18180582.0,5.2151738625,312.75,28.164315,2.92,14.0,1.225
47602,47.97829053249047,120.29249999999999,0.36533,0.8274,0.0,145951085940.0,29174895.0,5.2318541000000005,313.75,18.180582,2.92,13.0,1.2
47603,53.63506228185096,120.07,0.5633025,0.9635,0.0,145980260835.0,45937866.0,5.2485262125,314.75,29.174895,2.88,20.0,1.2
47604,84.40838285387244,119.8375,0.865055,0.981925,0.0,146026198701.0,47145393.0,5.265196316666666,315.75,45.937866,2.84,27.0,1.2
47605,96.77130754821478,120.07499999999999,0.8293625,0.9789,0.0,146073344094.0,32987151.0,5.281874583333333,316.75,47.145393,2.84,26.5,1.2
47606,74.79119111732636,120.3575,0.5200275,0.966925,0.0,146106331245.0,41905098.0,5.298551066666667,317.75,32.987151000000004,2.84,26.0,1.2
47607,80.67847208727005,120.14,0.776775,0.9766,0.0,146148236343.0,39590616.0,5.315223741666667,318.75,41.905098,2.8899999999999997,26.5,1.2
47608,81.49789814815354,120.2775,0.670805,0.974375,0.0,146187826959.0,38739312.75,5.331899979166667,319.75,39.590616,2.94,27.0,1.2
47609,79.34022997037167,120.2025,0.67162,0.976125,0.0,146226566271.75,29478079.5,5.3485756250000005,320.75,38.73931275,2.94,24.0,1.2
47610,71.95357611588624,120.36250000000001,0.53782,0.9554,0.0,146256044351.25,35000970.75,5.365249479166668,321.75,29.4780795,2.94,21.0,1.2
47611,66.99419600042428,120.31,0.631825,0.966575,0.0,146291045322.0,49613055.75,5.381920525,322.75,35.00097075,2.94,26.5,1.2
47612,93.15600883470188,120.0825,0.915845,0.98265,0.0,146340658377.75,48310668.5,5.398590808333333,323.75,49.61305575,2.94,32.0,1.2
47613,99.60462182121192,120.1125,0.8253874999999999,0.9786250000000001,0.0,146388969046.25,34573822.75,5.415262520833333,324.75,48.310668500000006,3.02,31.0,1.2
47614,81.45412852427296,120.3,0.57916,0.94355,0.0,146423542869.0,32415300.0,5.431940379166667,325.75,34.57382275,3.1,30.0,1.2
47615,68.01559820867793,120.265,0.5833625,0.970275,0.0,146455958169.0,46311139.0,5.448615229166666,326.75,32.4153,3.1,29.0,1.2
47616,85.48498572990357,120.0325,0.85852,0.98115,0.0,146502269308.0,39603566.0,5.465286020833333,327.75,46.311139,3.1,28.0,1.2
47617,89.72479292374983,120.2325,0.6769375,0.971375,0.0,146541872874.0,30188397.0,5.481957804166667,328.75,39.603566,3.015,25.5,1.2
47618,67.70887885599234,120.37,0.517095,0.9593,0.0,146572061271.0,44828313.0,5.498633175,329.75,30.188397,2.93,23.0,1.2
47619,82.43991358832376,120.125,0.8422375,0.9749,0.0,146616889584.0,44476869.0,5.515304729166667,330.75,44.828313,2.93,31.0,1.2
47620,93.84043232755656,120.1575,0.7580675,0.967425,0.0,146661366453.0,49430220.0,5.531974941666666,331.75,44.476869,2.93,39.0,1.2
47621,94.89401902684631,119.97,0.8922,0.981425,0.0,146710796673.0,39240360.0,5.548645204166666,332.75,49.430220000000006,2.93,38.5,1.2
47622,93.4920634683458,120.185,0.6929225,0.94475,0.0,146750037033.0,28711979.0,5.565322241666667,333.75,39.24036,2.93,38.0,1.2
47623,65.76441788874983,120.35,0.49712,0.96185,0.0,146778749012.0,33652397.0,5.582003666666667,334.75,28.711979,2.855,26.0,1.2
47624,61.987507008866736,120.31,0.5510366666666666,0.9655999999999999,0.0,146809400881.33334,36802230.666666664,5.597288311111112,335.6666666666667,32.867752,2.78,14.0,1.2
47625,76.55454820306048,120.14750000000001,0.7079575,0.9752000000000001,0.0,146840003082.0,40933116.0,5.611185691666667,336.5,36.603256,2.78,17.0,1.2
47626,79.94285152355482,120.1225,0.7106625,0.975525,0.0,146880936198.0,43456226.0,5.627861616666667,337.5,40.933116,2.78,26.0,1.2
47627,86.80031935080552,120.095,0.7643925,0.9772,0.0,146924392424.0,34485498.0,5.644533375,338.5,43.456226,2.7849999999999997,25.25,1.2
47628,78.99195087612841,120.25750000000001,0.575945,0.967375,0.0,146958877922.0,34053580.0,5.66120525,339.5,34.485498,2.8,23.0,1.2
47629,67.63140618035843,120.22,0.6078475,0.965,0.0,146992931502.0,44873868.0,5.677875525,340.5,34.05358,2.8,26.0,1.2
47630,92.04753952390405,119.965,0.9163375,0.983175,0.0,147037805370.0,46662210.0,5.694550091666667,341.5,44.873868,2.8,35.0,1.2
47631,87.07330826468937,120.16499999999999,0.67138,0.97255,0.0,147084467580.0,44199156.0,5.7112251333333335,342.5,46.66221,2.8,35.0,1.2
47632,96.34901663935192,120.0225,0.8748374999999999,0.978975,0.0,147128666736.0,41480628.0,5.727897858333334,343.5,44.199156,2.8,35.0,1.2
47633,86.53566702010839,120.13499999999999,0.68842,0.9754,0.0,147170147364.0,39664470.0,5.744570958333333,344.5,41.480627999999996,2.7824999999999998,32.75,1.2
47634,84.92064032652803,120.1375,0.7154375,0.974275,0.0,147209811834.0,35760882.0,5.761246441666666,345.5,39.664469999999994,2.73,26.0,1.2
47635,74.16009521739937,120.30250000000001,0.5433325,0.97085,0.0,147245572716.0,38615838.0,5.7779218,346.5,35.760881999999995,2.73,25.25,1.2
47636,77.39134273669758,120.1225,0.7532925,0.979,0.0,147284188554.0,43611252.5,5.79459445,347.5,38.615838,2.73,23.0,1.2
47637,90.38016909108109,120.005,0.8035625,0.96965,0.0,147327799806.5,33435378.0,5.811269733333333,348.5,43.6112525,2.715,22.75,1.2
47638,74.23606829876857,120.275,0.521055,0.8976,0.0,147361235184.5,34336451.5,5.827946991666667,349.5,33.435378,2.67,22.0,1.2
47639,67.81378342353433,120.1425,0.659075,0.9746,0.0,147395571636.0,37098732.0,5.844622016666667,350.5,34.3364515,2.67,22.5,1.2
47640,82.2643652499906,120.1175,0.6931425,0.976225,0.0,147432670368.0,32731812.0,5.861296366666667,351.5,37.098732,2.67,24.0,1.2
47641,69.07600152152274,120.1925,0.56975,0.961125,0.0,147465402180.0,33010734.0,5.877970858333334,352.5,32.731812,2.67,22.5,1.2
47642,70.64706039031762,120.075,0.6071525,0.9737750000000001,0.0,147498412914.0,19524832.0,5.894644408333333,353.5,33.010734,2.67,18.0,1.2
47643,53.677738074715265,120.3475,0.345055,0.724775,0.0,147517937746.0,20853666.0,5.911322808333333,354.5,19.524832,2.6375,15.75,1.2
47644,42.97516167423913,120.2475,0.49507,0.852325,0.0,147538791412.0,40107511.5,5.927999783333333,355.5,20.853666,2.54,9.0,1.2
47645,71.52916661798483,120.0575,0.7480975,0.9779249999999999,0.0,147578898923.5,38468784.0,5.9446728916666665,356.5,40.1075115,2.54,13.75,1.2
47646,83.46101680497816,120.10249999999999,0.6725925,0.919825,0.0,147617367707.5,30421974.5,5.961346241666667,357.5,38.468784,2.54,28.0,1.2
47647,66.88681560987526,120.11,0.554995,0.952075,0.0,147647789682.0,24290899.0,5.978019916666667,358.5,30.421974499999997,2.5300000000000002,24.75,1.2
47648,64.04726575293105,120.2125,0.5338925,0.89215,0.0,147672080581.0,19655286.0,5.994699191666666,359.5,24.290899,2.5,15.0,1.2
47649,41.42706478227874,120.365,0.36758,0.7258,0.0,147691735867.0,29438039.0,6.0113817,360.5,19.655286,2.5,14.75,1.2
47650,54.34605422922513,120.175,0.5778350000000001,0.929875,0.0,147721173906.0,29275512.0,6.028060116666667,361.5,29.438039,2.5,14.0,1.2
47651,66.50020769543696,120.1525,0.5787225,0.8724500000000001,0.0,147750449418.0,26549418.0,6.044736966666667,362.5,29.275512,2.5,14.5,1.2
47652,58.36850299267442,120.19500000000001,0.5360775,0.9622499999999999,0.0,147776998836.0,37464330.0,6.061415983333333,363.5,26.549418,2.5,16.0,1.2
47653,64.80638454354113,120.1425,0.6057075000000001,0.9621,0.0,147814463166.0,46737552.0,6.078090658333332,364.5,37.464330000000004,2.49,21.0,1.2
47654,92.09295240390422,119.94,0.90383,0.9815,0.0,147861200718.0,33726640.0,6.094760299999999,365.5,46.737552,2.46,36.0,1.2
47655,82.79582372217739,120.305,0.5651475,0.76625,0.0,147894927358.0,24053086.5,6.111436441666667,366.5,33.72664,2.46,31.0,1.2
47656,55.33913725069479,120.28999999999999,0.5105825,0.925675,0.0,147918980444.5,35225312.0,6.128115058333334,367.5,24.0530865,2.46,16.0,1.2
47657,68.61006897889183,120.145,0.6498925,0.976625,0.0,147954205756.5,42836550.5,6.144788716666667,368.5,35.225312,2.4699999999999998,19.75,1.2
47658,81.98496381183193,120.08500000000001,0.7689950000000001,0.9775,0.0,147997042307.0,39783054.0,6.161463258333333,369.5,42.8365505,2.5,31.0,1.2
47659,83.97408933622086,120.2025,0.6523125,0.972625,0.0,148036825361.0,32798651.0,6.178141383333333,370.5,39.783054,2.5,28.0,1.2
47660,71.66114469962663,120.2175,0.6022799999999999,0.9538500000000001,0.0,148069624012.0,38715690.0,6.194818399999999,371.5,32.79865100000001,2.5,19.0,1.2
47661,77.85545641738035,120.07000000000001,0.7481625000000001,0.9786,0.0,148108339702.0,40257567.0,6.211494208333333,372.5,38.71569,2.5,20.75,1.2
47662,82.07378158581302,120.1225,0.667385,0.974725,0.0,148148597269.0,35307342.0,6.228168758333333,373.5,40.257567,2.5,26.0,1.2
47663,76.2539507087537,120.1875,0.6295499999999999,0.973425,0.0,148183904611.0,26603435.0,6.244841825,374.5,35.307342000000006,2.51,23.25,1.2
47664,65.50197166517177,120.3375,0.4673725,0.90805,0.0,148210508046.0,23261846.0,6.2615163,375.5,26.603435,2.54,15.0,1.2
47665,50.05306622180773,120.36,0.448965,0.92565,0.0,148233769892.0,21480732.0,6.278190841666667,376.5,23.261846,2.54,13.75,1.2
47666,52.00765509985603,120.42750000000001,0.41429,0.80065,0.0,148255250624.0,24402778.0,6.294864208333333,377.5,21.480732,2.54,10.0,1.2
47667,49.81159153947544,120.295,0.561685,0.918425,0.0,148279653402.0,33001424.5,6.311540591666667,378.5,24.402777999999998,2.5300000000000002,12.75,1.2
47668,69.23894552862807,120.2025,0.6447375,0.97385,0.0,148320715503.75,33644685.5,6.332388816666667,379.75,32.62206675,2.5,21.0,1.2
47669,65.31136644642359,120.275,0.52967,0.964725,0.0,148354360189.25,37096918.75,6.349067195833333,380.75,33.6446855,2.5,20.5,1.2
47670,70.0470364837863,120.1925,0.62487,0.9735,0.0,148391457108.0,40075317.0,6.365740325,381.75,37.09691875,2.5,19.0,1.2
47671,78.8712114597571,120.1625,0.707115,0.977525,0.0,148431532425.0,48283779.0,6.3824108375,382.75,40.075317,2.5,27.0,1.2
47672,89.62456914648769,120.0625,0.8588549999999999,0.978375,0.0,148479816204.0,36268440.0,6.399082,383.75,48.283778999999996,2.5,35.0,1.2
47673,90.55242170207168,120.17750000000001,0.668725,0.973125,0.0,148516084644.0,24379977.0,6.415766854166666,384.75,36.26844,2.56,25.5,1.2
47674,61.753144500667396,120.445,0.457475,0.839075,0.0,148540464621.0,36636321.0,6.432430370833333,385.75,24.379977,2.62,16.0,1.2
47675,69.93131009461024,120.1675,0.7173849999999999,0.969875,0.0,148577100942.0,38288496.0,6.449102762500001,386.75,36.636320999999995,2.62,21.5,1.2
47676,74.07506175371591,120.2,0.63371,0.970075,0.0,148615389438.0,35512770.0,6.4657760416666665,387.75,38.288495999999995,2.62,27.0,1.2
47677,77.90778325206719,120.1775,0.669775,0.9761,0.0,148650902208.0,28572621.0,6.4824573875,388.75,35.51277,2.555,22.5,1.2
47678,66.99651970882132,120.28,0.48213,0.9663999999999999,0.0,148679474829.0,27336157.5,6.499138158333334,389.75,28.572621,2.49,18.0,1.2
47679,64.27385623208801,120.1075,0.5748,0.970325,0.0,148706810986.5,30951290.0,6.515817995833333,390.75,27.3361575,2.49,17.0,1.2
47680,59.81997843132433,120.3325,0.522185,0.962225,0.0,148737762276.5,41544539.5,6.532497745833334,391.75,30.95129,2.49,16.0,1.2
