,timestamp,socket,cpu,INSTRUCTION_RETIRED,LLC_MISSES,UNHALTED_CORE_CYCLES,UNHALTED_REFERENCE_CYCLES,time_enabled,time_running,target,Contr,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,cpu_time_process
0,2023-08-16 13:09:19.204,0.0,132.0,0.0007329649999999999,2.866666666666667e-08,0.000246248,0.00017822999999999998,195665.0,195665.0,image_processing-0-0.0.1,2.0,54.10454672035997,120.35,0.64584,0.9801,0,137831126172,34247076,1.1838065333333332,71,42.91281,0.43,8.0,1.5,00:00:01
1,2023-08-16 13:09:19.204,0.0,66.0,13.193939746,0.009099142666666667,5.195145184999999,3.750436378,97944.0,97944.0,os_cp,0.0,54.10454672035997,120.35,0.64584,0.9801,0,137831126172,34247076,1.1838065333333332,71,42.91281,0.43,8.0,1.5,00:00:01
2,2023-08-16 13:09:19.204,0.0,66.0,0.00046628033333333334,1.0666666666666666e-08,0.00012937633333333332,9.373e-05,101444.0,101444.0,pyaes-0-0.0.1,1.0,54.10454672035997,120.35,0.64584,0.9801,0,137831126172,34247076,1.1838065333333332,71,42.91281,0.43,8.0,1.5,00:00:01
3,2023-08-16 13:09:20.205,0.0,66.0,7.005193253,0.0021837323333333335,2.2635313786666664,1.622541804,259037685.0,259037685.0,os_cp,0.0,79.02108306755842,120.33,0.68329,0.9764,0,137865373248,36487554,1.2004833166666666,72,34.247076,0.43,28.0,1.5,00:00:01
4,2023-08-16 13:09:20.205,0.0,66.0,1.9566459586666667,3.431666666666667e-05,0.5087479263333333,0.367867162,368571816.0,368571816.0,pyaes-0-0.0.1,1.0,79.02108306755842,120.33,0.68329,0.9764,0,137865373248,36487554,1.2004833166666666,72,34.247076,0.43,28.0,1.5,00:00:01
5,2023-08-16 13:09:20.205,0.0,66.0,0.0013099856666666666,6.666666666666667e-09,0.000344257,0.000242762,250228.0,250228.0,video_processing-0-0.0.1,1.0,79.02108306755842,120.33,0.68329,0.9764,0,137865373248,36487554,1.2004833166666666,72,34.247076,0.43,28.0,1.5,00:00:01
6,2023-08-16 13:09:20.205,0.0,132.0,9.281842285333333,8.476033333333334e-05,2.432528804666667,1.701469614,1704420137.0,1704420137.0,image_processing-0-0.0.1,3.0,79.02108306755842,120.33,0.68329,0.9764,0,137865373248,36487554,1.2004833166666666,72,34.247076,0.43,28.0,1.5,00:00:01
7,2023-08-16 13:09:21.205,0.0,132.0,5.494078242333333,6.877733333333333e-05,1.4629215173333332,0.9927119019999999,2700280996.0,2700280996.0,image_processing-0-0.0.1,2.0,67.52203554452076,120.49,0.527,0.9748,0,137901860802,39885360,1.2171633833333333,73,36.487554,0.43,28.0,1.6,00:00:01
8,2023-08-16 13:09:21.205,0.0,66.0,3.000600018,2.1209666666666668e-05,0.7833584613333333,0.516737312,517825142.0,517825142.0,video_processing-0-0.0.1,1.0,67.52203554452076,120.49,0.527,0.9748,0,137901860802,39885360,1.2171633833333333,73,36.487554,0.43,28.0,1.6,00:00:01
9,2023-08-16 13:09:21.205,0.0,66.0,2.8647331383333334,0.005338697,1.7326916409999997,1.286991758,638578345.0,638578345.0,os_cp,0.0,67.52203554452076,120.49,0.527,0.9748,0,137901860802,39885360,1.2171633833333333,73,36.487554,0.43,28.0,1.6,00:00:01
10,2023-08-16 13:09:21.205,0.0,66.0,0.000211185,4.2e-08,6.8501e-05,4.9322e-05,56453.0,56453.0,dd-0-0.0.1,2.0,67.52203554452076,120.49,0.527,0.9748,0,137901860802,39885360,1.2171633833333333,73,36.487554,0.43,28.0,1.6,00:00:01
11,2023-08-16 13:09:21.205,0.0,66.0,1.0495666666666667e-05,1.92e-06,6.502566666666666e-05,4.4356e-05,368630022.0,368630022.0,pyaes-0-0.0.1,0.0,67.52203554452076,120.49,0.527,0.9748,0,137901860802,39885360,1.2171633833333333,73,36.487554,0.43,28.0,1.6,00:00:01
12,2023-08-16 13:09:22.205,0.0,66.0,0.054316259666666665,1.5325e-05,0.030309384666666668,0.021654802,539530080.0,539530080.0,video_processing-0-0.0.1,1.0,72.08186963423945,120.5,0.54514,0.9794,0,137941746162,36541686,1.23383485,74,39.88536,0.43,25.0,1.5,00:00:01
13,2023-08-16 13:09:22.205,0.0,66.0,0.7109098459999998,0.0012304586666666666,0.3682819876666663,0.28391919399999965,1954206423.5,1954206423.5,os_cp,0.0,72.08186963423945,120.5,0.54514,0.9794,0,137941746162,36541686,1.23383485,74,39.88536,0.43,25.0,1.5,00:00:01
14,2023-08-16 13:09:22.205,0.0,132.0,3.8233098686666667,0.0005699356666666667,1.0585265383333333,0.7268811159999999,728192356.0,728192356.0,dd-0-0.0.1,1.0,72.08186963423945,120.5,0.54514,0.9794,0,137941746162,36541686,1.23383485,74,39.88536,0.43,25.0,1.5,00:00:01
15,2023-08-16 13:09:22.205,0.0,66.0,3.503511941,2.7291333333333334e-05,0.978698637,0.657170956,1026877943.0,1026877943.0,pyaes-0-0.0.1,1.0,72.08186963423945,120.5,0.54514,0.9794,0,137941746162,36541686,1.23383485,74,39.88536,0.43,25.0,1.5,00:00:01
16,2023-08-16 13:09:22.205,0.0,132.0,6.484815268,8.149133333333333e-05,1.775881278,1.204957624,3907233797.0,3907233797.0,image_processing-0-0.0.1,3.0,72.08186963423945,120.5,0.54514,0.9794,0,137941746162,36541686,1.23383485,74,39.88536,0.43,25.0,1.5,00:00:01
17,2023-08-16 13:09:23.206,0.0,66.0,0.568190717666667,0.00045849733333333325,0.26648644166666635,0.2166372520000004,917417545.0,917417545.0,os_cp,0.0,85.3268816991809,120.25,0.75804,0.9797,0,137978287848,11960160,1.2505153666666666,75,36.541686,0.43,25.0,1.5,00:00:01
18,2023-08-16 13:09:23.206,0.0,132.0,1.935176553,3.574e-05,0.5043188803333334,0.350954552,1079738295.0,1079738295.0,dd-0-0.0.1,1.0,85.3268816991809,120.25,0.75804,0.9797,0,137978287848,11960160,1.2505153666666666,75,36.541686,0.43,25.0,1.5,00:00:01
19,2023-08-16 13:09:23.206,0.0,66.0,2.331612848,1.7834e-05,0.63372166,0.446588038,1474212496.0,1474212496.0,pyaes-0-0.0.1,1.0,85.3268816991809,120.25,0.75804,0.9797,0,137978287848,11960160,1.2505153666666666,75,36.541686,0.43,25.0,1.5,00:00:01
20,2023-08-16 13:09:23.206,0.0,66.0,5.480231869333333,1.9640333333333332e-05,1.4531955046666667,0.998703394,1539857783.0,1539857783.0,video_processing-0-0.0.1,1.0,85.3268816991809,120.25,0.75804,0.9797,0,137978287848,11960160,1.2505153666666666,75,36.541686,0.43,25.0,1.5,00:00:01
21,2023-08-16 13:09:23.206,0.0,132.0,9.176648709333334,3.9054666666666664e-05,2.4093432249999998,1.668386538,5578343146.0,5578343146.0,image_processing-0-0.0.1,2.0,85.3268816991809,120.25,0.75804,0.9797,0,137978287848,11960160,1.2505153666666666,75,36.541686,0.43,25.0,1.5,00:00:01
22,2023-08-16 13:09:24.206,0.0,132.0,1.9312209523333335,3.670466666666667e-05,0.5057015856666667,0.33369057799999996,1414029636.0,1414029636.0,dd-0-0.0.1,1.0,63.979370595973336,120.59,0.37181,0.8866,0,137990248008,24489204,1.2671918666666668,76,11.96016,0.72,16.0,1.5,00:00:01
23,2023-08-16 13:09:24.206,0.0,66.0,1.2444347633333326,0.0011140236666666665,0.5894480563333331,0.5361655780000001,3417290473.6666665,3417290473.6666665,os_cp,0.0,63.979370595973336,120.59,0.37181,0.8866,0,137990248008,24489204,1.2671918666666668,76,11.96016,0.72,16.0,1.5,00:00:01
24,2023-08-16 13:09:24.206,0.0,132.0,2.150511649,1.7148e-05,0.5613201383333334,0.37794512599999996,5956920132.0,5956920132.0,image_processing-0-0.0.1,1.0,63.979370595973336,120.59,0.37181,0.8866,0,137990248008,24489204,1.2671918666666668,76,11.96016,0.72,16.0,1.5,00:00:01
25,2023-08-16 13:09:24.206,0.0,66.0,1.0929333333333334e-05,2.119666666666667e-06,6.996e-05,4.771e-05,1474271737.0,1474271737.0,pyaes-0-0.0.1,0.0,63.979370595973336,120.59,0.37181,0.8866,0,137990248008,24489204,1.2671918666666668,76,11.96016,0.72,16.0,1.5,00:00:01
26,2023-08-16 13:09:24.206,0.0,66.0,2.274030482666667,1.5478e-05,0.594236489,0.40049373,1941007736.0,1941007736.0,video_processing-0-0.0.1,2.0,63.979370595973336,120.59,0.37181,0.8866,0,137990248008,24489204,1.2671918666666668,76,11.96016,0.72,16.0,1.5,00:00:01
27,2023-08-16 13:09:25.207,0.0,66.0,3.9247069243333335,2.6117666666666666e-05,1.0203116296666668,0.814649784,2757032381.0,2757032381.0,video_processing-0-0.0.1,1.0,47.39465329009319,120.47,0.50831,0.9761,0,138014737212,34968660,1.2838689333333333,77,24.489204,0.72,16.0,1.5,00:00:01
