minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1068,2.262668224416559,3.711053817983543,5.189504788939901,0.0
1070,3.6736524282709206,6.890093024811585,11.527628080465915,0.0
1071,2.456070981555805,5.071590627643749,9.666069589090403,0.0
1072,2.9032012826600724,5.20310289293731,9.773319364149991,0.0
1073,2.8468318529784855,5.444045148142246,11.977454540017787,0.0
1074,2.2419410379575546,4.323646642932825,8.716753609126647,0.0
1075,2.4958212437005076,5.052093972546158,12.020026614875087,0.0
1076,2.1916566563839823,4.03101035810913,9.719458663024989,0.0
1077,2.5704315329038243,5.27844183296835,16.610396719467328,0.0
1078,2.0434855633153237,4.137081866797529,13.522714279686705,0.0
1079,2.5736085858685787,5.3598329595563925,14.796985488864866,0.0
1080,2.1113335310622348,4.747946217242776,13.435965397949357,0.0
1081,1.7515560796521903,3.5806139128298766,13.196290227864772,0.0
1082,2.633965120660052,7.380506438186948,14.15431806138851,0.0
1083,0.0,4.392877754255661,0.0,0.0
