minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1102,,,,
1104,,3.03187473907292,9.945383045104714,6.050453399495186
1105,,1.5776765555531094,5.222162815084164,8.90293993674208
1106,,1.368769816217466,6.645723994218525,18.248618085349754
1107,,1.0985563507931007,4.9792252990231995,11.451063726572604
1108,,1.7024770206788873,7.389963096121196,11.978022419909209
1109,,3.4795527163911317,10.218201958198996,8.15400952286097
1110,,3.9335507743420473,14.076550183957474,14.298964796499837
1111,,3.157831857452202,7.138049206985631,14.11400916026352
1112,,3.7990309721332363,14.289119751059879,13.278901245654527
1113,,3.7774550646625173,10.39464263050845,8.32711200341205
1114,,2.8083302297698007,8.02072858946216,7.737081070636759
1115,,4.1785390615628,7.818206436439559,6.131225869257385
1116,,5.6123328958324015,16.21542908174445,18.632086895270906
1117,,,,
