minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1102,,4.673722730311802,11.148552875094467,10.749482552443371
1104,,5.910903585399837,19.8465644484475,17.124062067422958
1105,,5.218999155452691,19.64082617542024,14.900406787560254
1106,,5.618453747748116,19.018104000812887,21.128762143577813
1107,,4.71289563870082,20.74767225418617,21.352042221331043
1108,,3.7317155722445827,12.579077291643758,16.752449931319546
1109,,4.716760090242372,19.346032624147416,18.68015167074637
1110,,7.001320781170019,27.740514442956687,21.161895659910346
1111,,6.044924801945348,19.410817726557486,23.123107359185447
1112,,5.652391115794901,16.072829588624277,20.490846891331483
1113,,6.959018602495813,18.815023752687367,19.116217921277606
1114,,3.9597558412501357,18.024233469491573,14.911615807024145
1115,,4.997542908391314,14.447580319945603,12.594986592807162
1116,,6.809162809678057,28.240415739008192,24.674872539518912
