minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1102,,3.0203076737143384,2.121625775083486,4.61783528890589
1104,,4.016100769826776,3.970983730538642,7.734284734437058
1105,,3.576769811428086,3.9639261971513404,6.788354705479066
1106,,4.35777462767207,4.343873975628566,10.893931678556577
1107,,3.1033647863041294,4.02324450660617,9.3464580649813
1108,,2.5770652436323966,2.5581600217282476,7.690557874789856
1109,,3.655181842787751,4.4148826001994905,9.62295014625155
1110,,5.288638603621083,6.170785754379768,10.626276700758059
1111,,3.849376690761478,3.6400335291230164,9.788324135287104
1112,,3.273504784606515,2.7411648746908877,7.88866148904753
1113,,5.447773398226392,4.337483654867752,9.94799703673878
1114,,2.285408657531466,3.063474765990391,5.721142999255581
1115,,3.4324462141163186,2.922162543631098,5.750525793706782
1116,,5.020668876982811,6.131983678426903,12.09443031275833
