minutes,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1102,,,,
1104,,4.9477860733512955,7.137236047275418,4.398646238327689
1105,,2.574646633391398,3.7476493886181466,6.472388212439626
1106,,2.2337269238158677,4.769258321842767,13.26664466211731
1107,,1.7927593588209239,3.5733069435858944,8.324860148487673
1108,,2.778311380928396,5.303356417592452,8.707956211072425
1109,,5.678362054270094,7.333022672293691,5.927919933738034
1110,,6.419251920038407,10.101939858784482,10.395268513158326
1111,,5.153338389917987,5.122572139883542,10.260806786098952
1112,,6.1997259629197945,10.254488953172936,9.653687939848686
1113,,6.164515743603088,7.4596441127049165,6.053764482013496
1114,,4.582978650521444,5.756020955100287,5.624815249355072
1115,,6.81905393693033,5.610682318632564,4.457367378186328
1116,,9.158895050361458,11.636891655091206,13.545424371158024
1117,,,,
