minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1
1140,2.292780468590606,1.7527688402126629,0.510757049256153,12.35533472303586
1141,1.6224953320611233,2.7060981550870222,0.4640632940674619,17.23231203263304
1142,2.0447723059261027,1.671142095944436,1.0219429162066327,11.057458401931575
1143,2.4814213238750797,2.352657749079404,1.246678881721724,7.6357143732069614
1144,2.3926482796198054,1.8016022426741523,1.3092754348158382,6.817278891129312
1145,2.109957918829891,1.331132063462644,1.6212630939316168,9.859828441124844
1146,2.4438540719035817,1.7883984272021418,1.8799564287339874,7.106588063450728
1147,1.886789614677173,1.3573842704924146,2.934136700509151,8.151543967272916
1148,2.9937310855229637,1.790702295096928,1.7763285092555623,7.846115621063701
1149,2.643071203455871,1.850987091439527,1.8149524002452524,8.858474447281507
1150,2.5232304600409345,2.429916884561129,1.936562886161849,10.666054372659186
