minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1140,0.28943572407858714,0.9050000437719238,2.5157007256557073,6.042568523872584
1141,4.446253939184145,2.386462446700612,4.70238725401013,8.524406414714614
1142,2.8835470256187357,3.5597956097372485,5.757600510913177,6.016565946997452
1143,4.270103931681214,2.940513255234256,5.888486610969887,12.14268364438326
1144,2.4639347706420387,2.1593398477048575,4.450002326899679,5.267128678696191
1145,7.639019625425337,4.7465713065817825,5.259491839724439,6.4856596846904
1146,3.4658633527865916,4.464706958549145,5.928862670052142,8.473032355235013
1147,7.6081929925911576,5.585114141427485,6.403246226829409,9.127984002427837
1148,5.431533164389994,4.472097094678929,8.441425113911972,6.773150136359763
1149,6.848017317579265,6.148763861938381,5.022663204933196,7.952913214726707
1150,7.092593306009403,4.142694550181989,6.365804238037003,8.93232169271127
1151,,,,
