minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1140,0.7268349586222597,0.6830148680417637,3.9103676898545823,8.792625121641438
1141,11.165493852560864,1.8010930986547327,7.309320618203682,12.403981798962814
1142,7.241202825681146,2.686622332642772,8.949528367726192,8.754788412011015
1143,10.72314353861019,2.219242183268931,9.152975769673986,17.668987092814003
1144,6.187466777878801,1.6296808285118125,6.91701725146606,7.664271866550827
1145,19.183210818347707,3.5822968152616075,8.175275677814058,9.437373204578718
1146,8.703523570328393,3.3695702614873095,9.215735713759846,12.329226693713045
1147,19.105798555325155,4.215155595358908,9.953110439657188,13.282255903694992
1148,13.639740551594539,3.375147689784946,13.121225305193935,9.855704541260037
1149,17.196834977826693,4.640549099067455,7.8071527798574,11.572394131035049
1150,17.81101755323798,3.126543463729351,9.894911170672378,12.997544967778337
1151,,,,
