timestamp,ipmi
2023-08-04 22:09:49.855782109,105
2023-08-04 22:09:50.856133514,159
2023-08-04 22:09:51.856347216,155
2023-08-04 22:09:52.872234845,101
2023-08-04 22:09:53.857837522,112
2023-08-04 22:09:54.857642917,134
2023-08-04 22:09:55.860207106,96
2023-08-04 22:09:56.858338805,89
2023-08-04 22:09:57.854559596,89
2023-08-04 22:09:58.872263289,103
2023-08-04 22:09:59.857667411,105
2023-08-04 22:10:00.857423409,105
2023-08-04 22:10:01.863774657,100
2023-08-04 22:10:02.858949084,96
2023-08-04 22:10:03.858878297,98
2023-08-04 22:10:04.872432233,97
2023-08-04 22:10:05.869223794,98
2023-08-04 22:10:06.86123772,90
2023-08-04 22:10:07.864555864,94
2023-08-04 22:10:08.862881804,91
2023-08-04 22:10:09.863045291,96
2023-08-04 22:10:10.872333852,100
2023-08-04 22:10:11.866332083,100
2023-08-04 22:10:12.865439339,98
2023-08-04 22:10:13.867918888,97
2023-08-04 22:10:14.866906483,92
2023-08-04 22:10:15.867189663,91
2023-08-04 22:10:16.871018862,102
2023-08-04 22:10:17.866605264,104
2023-08-04 22:10:18.868230516,103
2023-08-04 22:10:19.878230832,104
2023-08-04 22:10:20.868706154,102
2023-08-04 22:10:21.869078075,97
2023-08-04 22:10:22.874916788,96
2023-08-04 22:10:23.875971781,94
2023-08-04 22:10:24.874033699,92
2023-08-04 22:10:25.878633381,96
2023-08-04 22:10:26.873750235,89
2023-08-04 22:10:27.874554047,100
2023-08-04 22:10:28.87598036,103
2023-08-04 22:10:29.875242526,101
2023-08-04 22:10:30.875919657,97
2023-08-04 22:10:31.875999741,95
2023-08-04 22:10:32.877301681,93
2023-08-04 22:10:33.892010845,91
2023-08-04 22:10:34.881219143,99
2023-08-04 22:10:35.881852664,99
2023-08-04 22:10:36.879627414,101
2023-08-04 22:10:37.880024571,104
2023-08-04 22:10:38.881213278,109
2023-08-04 22:10:39.880718411,105
2023-08-04 22:10:40.883944031,97
2023-08-04 22:10:41.884542175,97
2023-08-04 22:10:42.889631479,103
2023-08-04 22:10:43.88332352,90
2023-08-04 22:10:44.884582447,92
2023-08-04 22:10:45.884689392,102
2023-08-04 22:10:46.886020697,106
2023-08-04 22:10:47.885271688,108
2023-08-04 22:10:48.885739032,103
2023-08-04 22:10:49.889798916,96
2023-08-04 22:10:50.88717967,95
2023-08-04 22:10:51.887685758,93
2023-08-04 22:10:52.895695873,97
2023-08-04 22:10:53.889585126,107
2023-08-04 22:10:54.89035995,97
2023-08-04 22:10:55.89129491,101
2023-08-04 22:10:56.892161491,125
2023-08-04 22:10:57.895266608,140
2023-08-04 22:10:58.894540047,142
2023-08-04 22:10:59.897479234,134
2023-08-04 22:11:00.895258,125
2023-08-04 22:11:01.896211672,138
2023-08-04 22:11:02.895795834,199
2023-08-04 22:11:03.895202166,211
2023-08-04 22:11:04.893813298,217
2023-08-04 22:11:05.897284836,224
2023-08-04 22:11:06.899953849,227
2023-08-04 22:11:07.906368221,231
2023-08-04 22:11:08.897015276,240
2023-08-04 22:11:09.899561712,252
2023-08-04 22:11:10.901532879,251
2023-08-04 22:11:11.906134687,265
2023-08-04 22:11:12.901493781,252
2023-08-04 22:11:13.901257586,251
2023-08-04 22:11:14.901127562,254
2023-08-04 22:11:15.901771254,257
2023-08-04 22:11:16.900753574,261
2023-08-04 22:11:17.904241748,268
2023-08-04 22:11:18.90510847,273
2023-08-04 22:11:19.906787678,267
2023-08-04 22:11:20.908648873,270
2023-08-04 22:11:21.907754841,271
2023-08-04 22:11:22.905711765,275
2023-08-04 22:11:23.910853688,296
2023-08-04 22:11:24.912406327,306
2023-08-04 22:11:25.925746341,306
2023-08-04 22:11:26.910228916,301
2023-08-04 22:11:27.911639616,289
2023-08-04 22:11:28.91389145,284
2023-08-04 22:11:29.920434661,264
2023-08-04 22:11:30.911733354,226
2023-08-04 22:11:31.911387758,233
2023-08-04 22:11:32.912276599,243
2023-08-04 22:11:33.913497272,276
2023-08-04 22:11:34.912264743,289
2023-08-04 22:11:35.915192685,291
2023-08-04 22:11:36.916718406,288
