minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1185,0.7,1.85,1.65
1186,0.8,2.1166666666666667,1.4666666666666666
1187,0.5833333333333334,2.2,1.6833333333333333
