minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1287,0.5535753372325671,2.3341409470954027,1.583776192121227,-13.810436866077547
1288,0.5917823205983774,3.030555836527737,1.614448559802275,-18.597125442724774
1289,0.5302430208596522,2.726199275159511,1.0354810533666114,-17.654442896612974
1290,0.932561858810635,0.9163773049363595,3.128052181337749,-18.557356624136858
1291,0.35436776327760067,0.653196046355357,2.0442440900519268,-16.009205721141996
1292,0.6083259085816818,0.6826145214339141,3.6486838867148847,-18.478197363725144
1293,0.9226522923838485,0.7516303636215109,3.1624744583434135,-18.23044437630413
1294,0.7069948042984622,0.5431149471632931,2.621675655907976,-18.02832202718947
1295,0.9234898168290712,1.336266982733101,1.13118252852205,-17.663150320826162
1296,0.3747519367710771,0.553030580789421,1.262454213895052,-15.759790060426722
1297,0.7975520723404962,2.874194254522863,2.120848462812436,-19.382931420090706
1298,0.4221695049483202,3.511135927396777,1.5546434544157788,-18.35934550541921
1299,0.37064796003603395,-0.19108568076701007,1.4327301098531733,-14.352102222375107
1300,0.8607181138360656,1.7185463201739137,1.1299791571437825,-16.921792233101897
1301,0.7614899970286009,3.1453502670621036,1.417237826281599,-19.40413199174811
1302,0.5617407565091032,1.4960718689817556,1.8804914929281638,-18.907299487630127
1303,0.7827512901440573,0.26940558404209286,2.9658053375140816,-17.01761523895583
1304,1.5581294843048794,2.8224262599657686,2.4997622538454043,-20.017849485769023
1305,0.6356038675915818,0.033350658336618016,1.1682625651809482,-16.41923770800628
1306,0.9551696699962909,1.5162407099844721,0.9795839464429231,-17.19155730894889
1307,0.5018104235353105,1.960428363321101,1.2887784372077005,-17.653675714990875
1308,0.6332585838008238,1.8534518141006082,1.945384322327866,-18.08690880595667
1309,0.7872810129946096,2.43806064596007,1.0670990996575598,-18.48669773851202
1310,0.5677097510891581,-0.8579440996882112,7.932737737062484,-15.97124830426235
1311,,135.5405566394691,,-182.38637700692462
