minute,perf_rapl,igpm,x_rest
1052,41.37642857142857,66.95102259540259,25.574594023974026
1053,36.50266666666666,62.313300631931774,25.810633965265108
1054,43.5475,70.83297624406887,27.285476244068864
1055,40.102666666666664,66.79919781006673,26.696531143400072
1056,42.05283333333333,69.77415446000124,27.721321126667906
1057,35.12166666666667,60.854497416667094,25.732830750000424
1058,41.407666666666664,67.31936632021876,25.9116996535521
1059,41.89833333333333,70.55600899096649,28.657675657633156
1060,46.950500000000005,76.51010418237426,29.55960418237426
1061,46.50666666666667,73.73638831350765,27.22972164684098
1062,45.962833333333336,78.79956895607597,32.83673562274264
1063,45.73338983050847,75.02170425661976,29.288314426111295
1064,46.0565,74.86610622801162,28.809606228011617
1065,33.288333333333334,58.88728886276375,25.59895552943041
