minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1050,7.898819954797248,7.957704060186288,4.353649103026045,
1052,12.530085668255726,11.126107787214018,8.762602012650742,
1053,11.71871950898816,11.690592001212334,7.799678358980083,
1054,17.55168107719212,11.008351285364851,9.595708572210638,
1055,16.119007990361244,9.050555644186398,7.520371810529722,
1056,11.700076948686627,6.924686920422617,6.757276547567741,
1057,13.888556274830854,9.966772627280314,10.26615369034956,
1058,14.001082750741801,12.84667045412457,7.1433146751982575,
1059,17.760432462618024,12.324772544151994,12.310978811806056,
1060,16.772599773463416,10.230044750128794,8.881618667356571,
1061,15.533851696055184,15.88511452888161,11.086637855787448,
1062,10.771074616167743,7.518917955070198,10.031106660871599,
1063,10.012085001138226,10.102833499295395,9.0135850648221,
1064,22.702850202400743,14.64466794850063,15.129536756658648,
