minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1050,2.394148334120812,5.48682179930107,1.6085832637794284,
1052,3.095805364280883,6.253268874966086,2.6390886474269113,
1053,2.755852701825484,6.253981284920896,2.2359074284713305,
1054,4.821262841901072,6.87873535252756,3.2130717426890913,
1055,3.9771719607324103,5.079904323759917,2.2619169475068035,
1056,3.4631274823675966,4.662556796316879,2.438106865018996,
1057,3.167749448654204,5.171213915760869,2.8543206934094267,
1058,3.353057385536229,6.998648449412674,2.0853570715549097,
1059,4.042801772809372,6.381930281602489,3.4160386685483117,
1060,3.032090274537841,4.206912783475654,1.957199740730431,
1061,4.241927298403865,9.867761592445705,3.690500013911053,
1062,2.350070082245149,3.7318257470013436,2.667914521395629,
1063,1.9336187442229904,4.43847467786576,2.121998948732727,
1064,5.240167108606658,7.689330247807244,4.256882544886801,
