minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1106,2.578185862459787,11.920778950331693,14.83745250474648
1107,2.0052449386832203,9.65935656219529,16.529587587473344
1108,2.8224587344060783,12.473688234270469,11.492712748288907
1109,2.967589526581156,11.73047096310463,18.70118922119022
1110,3.2366676018153093,10.714668731319119,14.902207436488343
1111,3.4865529177363,10.460035589739896,10.517841066019658
1112,4.530188661482207,11.59206051442956,12.822070373080686
1113,6.174659740296245,9.915649853972655,10.854571438066971
1114,4.298704352054146,14.603768490139277,12.803332070949839
1115,4.122030316665544,13.739698195066984,15.541791394090815
1116,4.105988487626623,15.30721417627667,18.05787598863136
