minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1106,2.756361136989811,2.0576572565633025,2.6585471118046367
1107,2.0634351087918636,1.453695268117289,3.262009479021726
1108,2.6951074315076706,2.2176374625376543,2.0624099762068897
1109,2.6239382305093706,1.983253040768175,3.433007616705123
1110,2.3757576022385907,2.113839895337633,2.73902634608877
1111,2.2777722050954847,2.3324757270726604,1.8059663298906623
1112,2.422011932701183,3.2354959020628558,2.112429522563946
1113,2.2399070414645648,3.931289488870021,1.6343304844374351
1114,3.139232257117987,2.5514349380589776,2.296670453735676
1115,3.3819603950311334,2.230323851821375,2.8757307950758726
1116,3.4336456284689096,2.1091087821295047,4.012968329780587
