minute,perf_rapl,igpm,x_rest
1106,38.897254901960785,67.78420343087545,28.886948528914672
1107,39.32033333333333,65.40977258241134,26.089439249078
1108,35.82283333333333,62.61843231279388,26.795598979460543
1109,34.747,57.004678665256556,22.257678665256556
1110,37.73433333333333,65.00885843950951,27.274525106176167
1111,43.0965,68.26601408228706,25.169514082287048
1112,36.265499999999996,63.892733363988405,27.627233363988402
1113,36.0715,60.91384770924446,24.842347709244454
1114,43.433,68.8214919789712,25.3884919789712
1115,31.444333333333336,56.52486533116351,25.080531997830178
1116,38.85183333333334,64.1436938249765,25.29186049164316
1117,38.776666666666664,54.80221607693525,16.025549410268585
