minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1106,8.50035766470304,4.09770899669211,10.92385046271165
1107,6.8878037191748875,3.187089940045668,12.169659377719348
1108,8.894621050442918,4.485950651258917,8.461336299681248
1109,8.364654623432003,4.716618176611599,13.76846830423249
1110,7.640315859769233,5.144284647735453,10.971525303850648
1111,7.458744438494775,5.54144659098409,7.743601737495812
1112,8.265958194014747,7.200177111031601,9.440055786739116
1113,7.070558944839991,9.813861420054675,7.991514391593366
1114,10.413518775570456,6.832261302032699,9.426259994615299
1115,9.797375603537589,6.5514596752628345,11.442409339298354
1116,10.915125252359784,6.525963163109336,13.294838646384653
