minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1175,1.3870274333333334,0.8678638666666666,1.2150047833333333,1.2306728666666666
1176,1.9242421166666666,1.223679116666667,0.9775691333333333,1.0710839666666667
1177,1.3875166000000003,0.8718159666666666,1.339817016666667,1.469788033333333
1178,1.1127447000000001,0.7416555999999997,1.2215818833333334,0.8541105333333333
1179,1.5290350000000001,1.0724614666666668,1.918754183333334,1.1613582999999998
1180,1.5905365666666667,0.9946854999999998,1.852798016666667,1.8845075999999992
1181,1.366103866666667,0.6883543500000001,1.9712485333333336,1.3712197500000003
1182,1.6390857333333337,0.6101185166666667,2.3527247833333322,1.6361836833333332
1183,1.2011904,0.8372536166666668,2.0790221333333334,1.3570102666666666
1184,1.2562673000000006,0.7619258666666668,1.9491515166666675,1.1598549833333331
1185,1.3778078999999999,1.0815471833333334,2.6206726166666665,1.2512022999999999
1186,0.09959208333333333,0.047373149999999996,0.1265727,0.08104235
