minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1175,16.85584129410487,5.701936495068617,17.343319583035132,16.537967555034008
1176,16.59326975465342,6.30221976171824,12.569907455823634,16.360482505245788
1177,14.47697011443469,5.36692090578802,13.135054024155309,17.374395330551618
1178,12.459561427496373,5.466068172201582,14.523532993998602,17.027714988492697
1179,14.402269102392728,7.031225381001856,19.69787241880701,19.496621580729904
1180,14.31425305806459,6.351858056790581,19.96618487597438,20.409616405731914
1181,12.862794532370595,6.504098304834362,18.855341148478143,19.529393845498557
1182,14.124787124938553,6.842113419382901,21.44771910592387,20.248247912861213
1183,14.462485198376692,6.330404706269393,23.502432239233855,18.31220873016984
1184,13.9391761818248,5.5334040445071695,21.91861913650269,19.36595768019221
1185,15.533831354488694,5.987819920522185,32.39352851600871,19.52346423567554
1186,10.245405874996038,4.673353211697832,8.448663558292811,11.638144552420153
