minutes,image_processing-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,pyaes-0-0.0.1
1175,23.42249888553341,9.666482306697231,28.729639352346542,17.9016308966163
1176,24.701421203387167,9.66308347657512,20.52556121541994,18.94569081382781
1177,20.271271485760394,9.588124601498222,21.16841533610589,20.963444361766378
1178,19.211793641381075,9.758246219038767,24.87603739421128,18.934739456312137
1179,23.965396096349064,14.00876413859309,31.24897336945849,22.495507569842157
1180,23.20523561771245,13.310489212189418,32.80277273959894,22.003031058336063
1181,20.999008338916262,13.80830892910082,32.18709395649901,21.205293545297202
1182,22.91670447518353,15.653150240596922,33.91008967062961,21.517162315710554
1183,21.80042662709949,14.93549879364175,38.176901833720116,22.118575050118086
1184,22.636997043105126,12.826294742640588,35.31795343434628,23.17269737397847
1185,25.797276901794916,13.123197959044544,53.03548860173524,22.697662007685274
1186,16.915581317729007,10.053848180930665,13.394089979473412,13.459492304313317
