timestamp,consumption,pid,fqdn
1693268532,34.59873,,total
1693268534,37.13043,,total
1693268536,36.996384,,total
1693268538,36.64414,,total
1693268540,36.94297,,total
1693268542,36.99553,,total
1693268544,37.12422,,total
1693268546,36.743056,,total
1693268548,37.15244,,total
1693268550,36.767704,,total
1693268552,36.748652,,total
1693268554,36.49168,,total
1693268556,36.93522,,total
1693268558,36.8668,,total
1693268560,36.682504,,total
1693268562,36.709024,,total
1693268564,36.604804,,total
1693268566,36.85009,,total
1693268568,36.595908,,total
1693268570,36.852404,,total
1693268572,36.723064,,total
1693268574,36.508436,,total
1693268576,36.719344,,total
1693268578,36.911108,,total
1693268580,36.875876,,total
1693268581,36.542504,,total
1693268583,36.80755,,total
1693268585,36.963344,,total
1693268587,37.018172,,total
1693268589,36.690852,,total
1693268591,40.91715,,total
1693268594,41.239236,,total
1693268596,50.48464,,total
1693268598,73.86593,,total
1693268600,93.51783,,total
1693268602,111.78642,,total
1693268605,135.08344,,total
1693268607,123.92613,,total
1693268610,101.7773,,total
1693268612,94.48116,,total
1693268615,130.90218,,total
1693268617,106.946584,,total
1693268619,99.53397,,total
1693268622,108.375256,,total
1693268624,98.66726,,total
1693268627,85.64016,,total
1693268629,105.5448,,total
1693268632,123.605256,,total
1693268634,104.6555,,total
1693268637,109.155384,,total
1693268639,102.47247,,total
1693268642,102.848056,,total
1693268644,115.24715,,total
1693268647,110.790056,,total
1693268649,100.18128,,total
1693268652,96.28812,,total
1693268654,116.09259,,total
1693268657,103.4311,,total
1693268659,119.44638,,total
1693268662,121.29808,,total
1693268664,111.9955,,total
1693268667,129.33476,,total
1693268669,107.20636,,total
1693268672,117.99835,,total
1693268675,104.35275,,total
1693268677,95.6424,,total
1693268680,103.78022,,total
1693268682,86.38803,,total
1693268685,110.34914,,total
1693268688,112.9759,,total
1693268690,100.15535,,total
1693268693,109.96685,,total
1693268696,93.07037,,total
1693268698,96.658024,,total
1693268701,102.883176,,total
1693268704,109.24071,,total
1693268706,96.77517,,total
1693268709,107.188984,,total
1693268711,94.94281,,total
1693268714,101.278936,,total
1693268717,100.77649,,total
1693268719,115.46921,,total
1693268722,100.30846,,total
1693268725,109.1262,,total
1693268727,130.68143,,total
1693268730,100.44811,,total
1693268733,87.59526,,total
1693268735,90.27666,,total
1693268738,102.80394,,total
1693268741,114.662936,,total
1693268743,95.58117,,total
1693268746,124.79678,,total
1693268749,119.629496,,total
1693268752,121.35808,,total
1693268754,125.5127,,total
1693268756,113.2807,,total
1693268759,125.9419,,total
1693268761,110.028296,,total
1693268763,98.73918,,total
1693268766,106.551624,,total
1693268768,112.46128,,total
1693268771,100.58946,,total
1693268773,97.85498,,total
1693268776,102.5488,,total
1693268778,105.24274,,total
1693268781,121.49121,,total
1693268783,100.0956,,total
1693268786,113.14174,,total
1693268788,101.03525,,total
1693268791,110.00933,,total
1693268793,128.026696,,total
1693268795,109.514744,,total
1693268798,94.11776,,total
1693268800,88.080824,,total
1693268803,120.4525,,total
1693268805,122.92978,,total
1693268808,115.72021,,total
1693268810,94.85416,,total
1693268813,99.61283,,total
1693268815,113.35851,,total
1693268818,103.19326,,total
1693268820,124.157976,,total
1693268823,122.49205,,total
1693268825,110.642056,,total
1693268828,111.785416,,total
1693268830,102.74997,,total
1693268833,114.63568,,total
1693268835,94.00026,,total
1693268837,107.79931,,total
1693268840,105.706584,,total
1693268842,108.02282,,total
1693268845,120.10797,,total
1693268847,112.09387,,total
1693268850,108.5464,,total
1693268852,111.14587,,total
1693268854,90.76199,,total
1693268857,146.22982,,total
1693268860,118.765384,,total
1693268862,104.46912,,total
1693268865,118.024664,,total
1693268867,102.20079,,total
1693268869,115.1192,,total
1693268872,131.45501,,total
1693268874,105.43687,,total
1693268877,121.9479,,total
1693268879,124.731704,,total
1693268882,99.984376,,total
1693268885,112.5118,,total
1693268887,99.44357,,total
1693268890,94.681384,,total
1693268892,128.34209,,total
1693268895,104.42446,,total
1693268897,102.480984,,total
1693268900,89.12148,,total
1693268902,91.59592,,total
1693268905,101.4429,,total
1693268907,101.907224,,total
1693268910,100.710856,,total
1693268912,105.66235,,total
1693268915,108.79526,,total
1693268917,128.59891,,total
1693268920,104.62211,,total
1693268922,96.73628,,total
1693268925,88.00504,,total
1693268927,101.221016,,total
1693268930,109.42898,,total
1693268932,105.25354,,total
1693268935,97.73328,,total
1693268937,79.31896,,total
1693268940,116.21079,,total
1693268942,116.23171,,total
1693268945,98.40427,,total
1693268947,102.987864,,total
1693268950,99.279736,,total
1693268952,130.43606,,total
1693268955,127.858216,,total
1693268957,106.61312,,total
1693268960,125.238856,,total
1693268963,132.070264,,total
1693268965,118.6729,,total
1693268968,135.20829,,total
1693268970,132.89064,,total
1693268973,128.02392,,total
1693268976,128.41498,,total
1693268978,129.39908,,total
1693268981,133.8349,,total
1693268983,117.67051,,total
1693268986,121.00924,,total
1693268989,117.94093,,total
1693268991,127.07995,,total
1693268994,128.65272,,total
1693268996,125.26243,,total
1693268999,120.40077,,total
1693269002,115.0662,,total
1693269004,108.62258,,total
1693269007,90.94183,,total
1693269009,122.15499,,total
1693269012,112.45809,,total
1693269014,129.853624,,total
1693269017,101.98405,,total
1693269019,103.53806,,total
1693269022,97.62632,,total
1693269024,109.44955,,total
1693269027,90.622216,,total
1693269029,114.55175,,total
1693269032,119.202696,,total
1693269034,129.28004,,total
1693269037,126.45064,,total
1693269040,92.661704,,total
1693269042,107.47623,,total
1693269045,136.4313,,total
1693269047,129.13332,,total
1693269050,111.05762,,total
1693269052,122.82261,,total
1693269055,92.42647,,total
1693269058,98.97057,,total
1693269060,124.34992,,total
1693269063,123.23848,,total
1693269065,119.75678,,total
1693269068,104.09198,,total
1693269070,126.43245,,total
1693269073,110.87983,,total
1693269076,125.8655,,total
1693269078,133.71249,,total
1693269081,144.17128,,total
1693269084,135.12285,,total
1693269086,105.80572,,total
1693269089,109.811464,,total
1693269091,107.71272,,total
1693269094,121.97427,,total
1693269097,102.95455,,total
1693269099,106.66161,,total
1693269102,86.19144,,total
1693269105,115.64691,,total
1693269108,126.65185,,total
1693269110,128.03123,,total
1693269113,120.69474,,total
1693269116,126.15588,,total
1693269119,128.02625,,total
1693269121,120.03337,,total
1693269124,126.650536,,total
1693269127,110.985944,,total
1693269130,124.39974,,total
1693269132,117.29722,,total
1693269135,118.9684,,total
1693269138,119.92197,,total
1693269141,118.33943,,total
1693269143,125.77178,,total
1693269146,123.82973,,total
1693269149,118.49112,,total
1693269152,122.65843,,total
1693269154,139.59136,,total
1693269157,135.43565,,total
1693269160,121.944664,,total
1693269163,102.24609,,total
1693269165,120.121304,,total
1693269168,134.62328,,total
1693269171,111.6436,,total
1693269174,131.816904,,total
1693269177,131.53082,,total
1693269180,140.92883,,total
1693269182,140.5024,,total
1693269185,128.632776,,total
1693269188,146.5804,,total
1693269191,143.58544,,total
1693269194,121.56292,,total
1693269197,132.90336,,total
1693269200,119.83792,,total
1693269203,136.83635,,total
1693269205,119.14429,,total
1693269208,117.86816,,total
1693269211,124.389064,,total
1693269214,134.05978,,total
1693269217,143.58592,,total
1693269220,132.7743,,total
1693269223,112.51034,,total
1693269226,110.93671,,total
1693269228,118.479464,,total
1693269231,139.84517,,total
1693269234,132.92455,,total
1693269237,129.36109,,total
1693269240,111.900856,,total
1693269243,104.32249,,total
1693269245,124.718504,,total
1693269248,134.2671,,total
1693269251,114.273064,,total
1693269254,91.74756,,total
1693269257,90.957,,total
1693269259,95.95283,,total
1693269262,121.34281,,total
1693269265,132.68284,,total
1693269268,137.18104,,total
1693269271,135.79651,,total
1693269274,140.65603,,total
1693269277,135.93253,,total
1693269280,144.70634,,total
1693269283,132.08982,,total
1693269286,106.4281,,total
1693269288,112.43042,,total
1693269291,121.08504,,total
1693269294,133.81937,,total
1693269297,126.58846,,total
1693269300,138.26326,,total
1693269303,139.75766,,total
1693269305,118.5131,,total
1693269308,123.367016,,total
1693269311,123.329656,,total
1693269314,116.64789,,total
1693269317,102.57438,,total
1693269319,104.43777,,total
1693269322,117.75334,,total
1693269325,118.81186,,total
1693269328,128.61616,,total
1693269331,141.23053,,total
1693269334,144.26418,,total
1693269337,130.43464,,total
1693269340,115.72103,,total
1693269343,104.43454,,total
1693269345,92.23654,,total
1693269348,108.2342,,total
1693269351,122.90094,,total
1693269354,128.39992,,total
1693269357,123.43834,,total
1693269360,116.13527,,total
1693269363,127.066,,total
1693269366,139.68802,,total
1693269369,117.90954,,total
1693269372,121.56973,,total
1693269375,121.478344,,total
1693269378,121.48506,,total
1693269381,117.08565,,total
1693269384,126.24568,,total
1693269387,118.393176,,total
1693269390,91.41294,,total
1693269393,81.80032,,total
1693269396,109.73072,,total
1693269399,109.091624,,total
1693269402,132.59525,,total
1693269405,124.36097,,total
1693269408,107.51753,,total
1693269411,107.29867,,total
1693269414,107.345144,,total
1693269417,109.668136,,total
1693269420,130.0135,,total
1693269423,133.39383,,total
1693269426,117.21485,,total
1693269429,123.6262,,total
1693269432,132.26221,,total
1693269435,124.71261,,total
1693269439,115.88633,,total
1693269442,103.32204,,total
1693269445,105.76666,,total
1693269451,128.6967,,total
1693269454,103.46463,,total
1693269457,119.92166,,total
1693269460,131.21297,,total
1693269463,123.70344,,total
1693269466,127.435864,,total
1693269469,117.12479,,total
1693269472,118.915624,,total
1693269475,122.15298,,total
1693269478,119.58512,,total
1693269481,125.42711,,total
1693269484,103.37445,,total
1693269487,99.850936,,total
1693269490,94.08181,,total
1693269493,83.50634,,total
1693269496,88.74014,,total
1693269499,80.11103,,total
