seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
61244,20.85,10.3,163498368.0,120.0,228462262702.0,28913353.0,0.13450218333333333,8.0,50.326246,0.93,1.0,5.6,99.15
61245,19.42,7.47,100120633.0,99.0,228491176055.0,37117361.0,0.15118181666666666,9.0,28.913353,0.93,1.0,5.1,79.58
61246,28.87,21.64,2346909116.0,99.0,228528293416.0,39345557.0,0.16786133333333333,10.0,37.117361,0.93,0.0,4.8,70.13
61247,24.12,16.87,1766148101.0,126.0,228567638973.0,31199436.0,0.18453978333333335,11.0,39.345557,0.93,0.0,4.6,101.88
61248,20.2,9.38,316815869.0,122.0,228598838409.0,29100840.0,0.20121713333333335,12.0,31.199436,0.93,1.0,4.5,101.8
61249,20.09,10.11,203155630.0,100.0,228627939249.0,29800424.0,0.21789651666666668,13.0,29.10084,0.93,1.0,4.4,79.91
61250,20.83,10.63,177282250.0,94.0,228657739673.0,29107279.0,0.23457738333333333,14.0,29.800424,0.94,0.0,4.2,73.17
61251,19.27,7.1,96506687.0,99.0,228686846952.0,28789902.0,0.25125611666666664,15.0,29.107279,0.94,0.0,4.1,79.73
61252,19.71,8.11,147967074.0,103.0,228715636854.0,28254914.0,0.26793629999999996,16.0,28.789902,0.94,0.0,4.0,83.28999999999999
61253,19.59,8.07,146128722.0,87.0,228743891768.0,28653760.0,0.28461736666666665,17.0,28.254914,0.94,0.0,3.8,67.41
61254,19.42,7.56,108752912.0,88.0,228772545528.0,28763580.0,0.3012984833333333,18.0,28.65376,0.94,0.0,3.8,68.58
61255,19.54,8.02,148149001.0,87.0,228801309108.0,28096606.0,0.3179769333333333,19.0,28.76358,0.94,0.0,3.6,67.46000000000001
61256,19.45,7.82,141581566.0,103.0,228829405714.0,28849283.0,0.33465635000000005,20.0,28.096606,0.94,0.0,3.5,83.55
61257,19.43,8.01,102104271.0,105.0,228858254997.0,28199383.0,0.3513359166666667,21.0,28.849283,0.94,0.0,3.5,85.57
61258,19.6,7.85,147684368.0,103.0,228886454380.0,28306226.0,0.36801428333333336,22.0,28.199383,0.94,0.0,3.4,83.4
61259,19.14,7.39,95985899.0,101.0,228914760606.0,28713668.0,0.38469216666666667,23.0,28.306226,0.94,0.0,3.4,81.86
61260,19.51,8.25,148897322.0,100.0,228943474274.0,27889560.0,0.4013711333333333,24.0,28.713668,0.95,0.0,3.3,80.49
61261,19.43,7.89,144833970.0,102.0,228971363834.0,28610332.0,0.41805299999999995,25.0,27.88956,0.95,0.0,3.2,82.57
61262,19.24,7.31,96796235.0,93.0,228999974166.0,28619579.0,0.43473239999999996,26.0,28.610332,0.95,0.0,3.2,73.76
61263,19.65,8.28,145335927.0,95.0,229028593745.0,28653302.0,0.45141191666666663,27.0,28.619579,0.95,0.0,3.1,75.35
61264,19.96,9.31,160602563.0,90.0,229057247047.0,28687301.0,0.46809126666666667,28.0,28.653302,0.95,0.0,3.1,70.03999999999999
61265,19.22,7.31,95489152.0,104.0,229085934348.0,28825692.0,0.4847702166666667,29.0,28.687301,0.95,0.0,3.0,84.78
61266,19.58,8.54,147784943.0,101.0,229114760040.0,27925794.0,0.5014494833333333,30.0,28.825692,0.95,0.0,3.0,81.42
61267,19.61,8.02,147177237.0,97.0,229142685834.0,28729411.0,0.51812925,31.0,27.925794,0.95,0.0,3.0,77.39
61268,19.22,6.83,96565747.0,99.0,229171415245.0,28347311.0,0.5348117333333333,32.0,28.729411,0.95,0.0,2.9,79.78
61269,19.42,8.1,146512840.0,101.0,229199762556.0,28141326.0,0.5514902833333333,33.0,28.347311,0.96,0.0,2.9,81.58
61270,19.61,8.26,148129633.0,95.0,229227903882.0,28838365.0,0.5681696666666666,34.0,28.141326,0.96,0.0,2.9,75.39
61271,19.38,7.44,94902676.0,96.0,229256742247.0,28957814.0,0.5848497166666667,35.0,28.838365,0.96,0.0,2.8,76.62
61272,19.78,9.0,147536461.0,92.0,229285700061.0,28329763.0,0.6015299,36.0,28.957814,0.96,0.0,2.8,72.22
61273,19.61,8.14,146257972.0,87.0,229314029824.0,28563409.0,0.6182092499999999,37.0,28.329763,0.96,0.0,2.8,67.39
61274,19.38,7.4,106416245.0,94.0,229342593233.0,28738619.0,0.6348875166666667,38.0,28.563409,0.96,0.0,2.8,74.62
61275,19.48,7.62,145326135.0,102.0,229371331852.0,28198349.0,0.6515653,39.0,28.738619,0.96,0.0,2.7,82.52
61276,19.69,8.57,147941234.0,109.0,229399530201.0,28906755.0,0.6682462499999999,40.0,28.198349,0.96,0.0,2.7,89.31
61277,19.34,7.82,96591529.0,106.0,229428436956.0,28107682.0,0.6849267166666666,41.0,28.906755,0.96,0.0,2.7,86.66
61278,19.38,7.79,147789185.0,100.0,229456544638.0,28090027.0,0.7016059499999999,42.0,28.107682,0.96,0.0,2.7,80.62
61279,19.52,8.27,147940042.0,92.0,229484634665.0,28761357.0,0.7182843666666667,43.0,28.090027,0.96,0.0,2.7,72.48
61280,19.22,7.18,96471417.0,93.0,229513396022.0,28320334.0,0.734964,44.0,28.761357,0.96,0.0,2.6,73.78
61281,19.73,8.24,147541961.0,102.0,229541716356.0,28755981.0,0.7516441,45.0,28.320334,0.96,0.0,2.6,82.27
61282,19.72,8.36,150608142.0,90.0,229570472337.0,28672066.0,0.7683236999999999,46.0,28.755981,0.96,0.0,2.6,70.28
61283,19.15,7.08,94380995.0,93.0,229599144403.0,28026609.0,0.78500585,47.0,28.672066,0.96,0.0,2.6,73.85
61284,19.65,8.52,159318930.0,96.0,229627171012.0,28955044.0,0.8016854833333333,48.0,28.026609,0.96,0.0,2.6,76.35
61285,19.3,7.49,95498370.0,98.0,229656126056.0,28542349.0,0.8183653333333333,49.0,28.955044,0.97,0.0,2.5,78.7
61286,19.67,8.27,148486031.0,97.0,229684668405.0,28248563.0,0.8350444833333334,50.0,28.542349,0.97,0.0,2.5,77.33
61287,19.39,7.06,145746677.0,95.0,229712916968.0,28348590.0,0.8517241333333333,51.0,28.248563,0.97,0.0,2.5,75.61
