seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
65649,21.46,10.37,133574027.0,177.0,29860528711.0,30428139.0,0.1342363,8.0,51.65896,3.59,1.0,5.7,155.54
65650,21.86,11.4,474762691.0,127.0,29890956850.0,40768509.0,0.15091583333333333,9.0,30.428139,3.59,1.0,5.5,105.14
65651,30.22,21.93,2960014424.0,106.0,29931725359.0,37694899.0,0.16759376666666667,10.0,40.768509,3.59,1.0,5.1,75.78
65652,23.56,13.95,1201153854.0,102.0,29969420258.0,32700784.0,0.18427326666666666,11.0,37.694899,3.59,1.0,4.9,78.44
65653,20.61,9.01,185304076.0,140.0,30002121042.0,29541542.0,0.20095221666666668,12.0,32.700784,3.62,2.0,4.6,119.39
65654,20.61,8.63,237360479.0,106.0,30031662584.0,29708820.0,0.2176285666666667,13.0,29.541542,3.62,2.0,4.5,85.39
65655,19.86,7.23,125254636.0,107.0,30061371404.0,30067703.0,0.2343084,14.0,29.70882,3.62,0.0,4.4,87.14
65656,20.51,9.25,182025483.0,102.0,30091439107.0,29307788.0,0.25098746666666666,15.0,30.067703,3.62,0.0,4.3,81.49
65657,20.43,8.42,181293649.0,95.0,30120746895.0,29767984.0,0.2676678833333333,16.0,29.307788,3.62,0.0,4.0,74.57
65658,19.88,7.55,117728534.0,95.0,30150514879.0,29238185.0,0.2843470333333334,17.0,29.767984,3.62,0.0,3.9,75.12
65659,20.39,8.45,193298566.0,103.0,30179753064.0,29388747.0,0.30102356666666663,18.0,29.238185,3.41,0.0,3.8,82.61
65660,19.98,7.44,140004662.0,89.0,30209141811.0,29912845.0,0.31770295,19.0,29.388747,3.41,0.0,3.7,69.02
65661,20.43,9.01,158941995.0,92.0,30239054656.0,29316352.0,0.3343829333333333,20.0,29.912845,3.41,0.0,3.6,71.57
65662,20.26,8.09,178946415.0,95.0,30268371008.0,29727060.0,0.35106385,21.0,29.316352,3.41,0.0,3.5,74.74
65663,19.98,7.35,119137881.0,108.0,30298098068.0,29601610.0,0.36774321666666665,22.0,29.72706,3.22,0.0,3.5,88.02
65664,20.2,8.08,180223471.0,108.0,30327699678.0,29045898.0,0.38442176666666666,23.0,29.60161,3.22,0.0,3.4,87.8
65665,20.26,7.89,181681004.0,99.0,30356745576.0,29733990.0,0.4011014333333333,24.0,29.045898,3.22,0.0,3.3,78.74
65666,20.08,7.85,117109085.0,98.0,30386479566.0,30121149.0,0.4177811833333333,25.0,29.73399,3.22,0.0,3.3,77.92
65667,20.4,8.69,182648999.0,101.0,30416600715.0,28870228.0,0.43446138333333334,26.0,30.121149,3.22,0.0,3.2,80.6
65668,20.17,8.08,179179370.0,91.0,30445470943.0,29749799.0,0.4511417,27.0,28.870228,3.22,0.0,3.2,70.83
65669,20.05,7.57,127918180.0,93.0,30475220742.0,29850915.0,0.4678201833333333,28.0,29.749799,3.04,0.0,3.1,72.95
65670,20.31,8.39,180354257.0,92.0,30505071657.0,29177325.0,0.48449916666666665,29.0,29.850915,3.04,0.0,3.1,71.69
65671,20.58,9.11,184227983.0,106.0,30534248982.0,29871462.0,0.5011785166666667,30.0,29.177325,3.04,0.0,3.0,85.42
65672,19.84,7.33,117464977.0,106.0,30564120444.0,29810956.0,0.5178580666666667,31.0,29.871462,3.04,0.0,3.0,86.16
65673,20.29,7.98,181465593.0,103.0,30593931400.0,29184389.0,0.5345371833333333,32.0,29.810956,2.88,0.0,3.0,82.71000000000001
65674,20.44,8.44,179913857.0,98.0,30623115789.0,29769423.0,0.5512168166666667,33.0,29.184389,2.88,0.0,2.9,77.56
65675,19.94,7.16,118673011.0,96.0,30652885212.0,29325120.0,0.5678967666666667,34.0,29.769423,2.88,0.0,2.9,76.06
65676,19.98,7.14,179664162.0,98.0,30682210332.0,28945965.0,0.5845753666666667,35.0,29.32512,2.88,0.0,2.9,78.02
65677,20.24,7.9,181148773.0,95.0,30711156297.0,29603819.0,0.6012552,36.0,28.945965,2.88,0.0,2.8,74.76
65678,19.85,7.91,116184693.0,93.0,30740760116.0,29118363.0,0.6179349,37.0,29.603819,2.88,0.0,2.8,73.15
65679,20.42,8.3,193512299.0,95.0,30769878479.0,29559655.0,0.6346132333333333,38.0,29.118363,2.73,0.0,2.8,74.58
65680,20.16,7.7,179002466.0,91.0,30799438134.0,29658751.0,0.6512932,39.0,29.559655,2.73,0.0,2.8,70.84
65681,19.96,7.01,118743330.0,90.0,30829096885.0,29085196.0,0.6679729666666667,40.0,29.658751,2.73,0.0,2.8,70.03999999999999
65682,20.61,8.87,185338026.0,99.0,30858182081.0,30288418.0,0.6846529333333333,41.0,29.085196,2.73,0.0,2.7,78.39
65683,19.84,7.23,119073801.0,108.0,30888470499.0,29493912.0,0.7013333333333333,42.0,30.288418,2.67,0.0,2.7,88.16
65684,20.15,7.77,180118163.0,106.0,30917964411.0,28843353.0,0.7180102500000001,43.0,29.493912,2.67,0.0,2.7,85.85
65685,20.17,7.48,180840613.0,97.0,30946807764.0,29511458.0,0.7346883666666667,44.0,28.843353,2.67,0.0,2.6,76.83
65686,19.74,6.8,116198517.0,94.0,30976319222.0,29594539.0,0.7513666333333333,45.0,29.511458,2.67,0.0,2.7,74.26
65687,20.33,7.9,182854066.0,93.0,31005913761.0,28989796.0,0.7680467833333334,46.0,29.594539,2.67,0.0,2.6,72.67
65688,20.12,8.22,180820213.0,89.0,31034903557.0,29687778.0,0.7847257833333334,47.0,28.989796,2.67,0.0,2.6,68.88
65689,19.89,7.59,128831926.0,88.0,31064591335.0,29475945.0,0.8014044333333333,48.0,29.687778,2.54,0.0,2.6,68.11
65690,20.2,7.62,178660598.0,97.0,31094067280.0,28952860.0,0.8180837000000001,49.0,29.475945,2.54,0.0,2.6,76.8
65691,20.27,7.7,182159874.0,106.0,31123020140.0,29661226.0,0.8347635333333333,50.0,28.95286,2.54,0.0,2.6,85.73
65692,19.78,6.58,116066775.0,103.0,31152681366.0,29171090.0,0.8514426166666667,51.0,29.661226,2.54,0.0,2.6,83.22
65693,19.97,7.13,181068838.0,99.0,31181852456.0,28898442.0,0.8681224333333333,52.0,29.17109,2.41,0.0,2.5,79.03
65694,20.12,7.92,179328006.0,95.0,31210750898.0,29593800.0,0.8848029166666667,53.0,28.898442,2.41,0.0,2.5,74.88
