minute,perf_rapl,ipmi,x_rest
36,96.4375,239.1153846153846,142.6778846153846
37,98.45333333333333,243.45,144.99666666666664
38,103.65716666666667,249.0,145.34283333333332
39,103.41271186440679,250.11864406779662,146.70593220338984
40,100.9995,246.76666666666668,145.76716666666667
41,103.85166666666667,255.0,151.14833333333334
