minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,cp
1114,17.026102915368654,35.8497851895257,9.148487924310984,0.0
1116,16.189458059896413,32.992416844911,9.548412827059815,0.0
1117,17.54909717874488,34.77900198303676,9.642920532733672,0.0
1118,16.072168083956576,35.015977841158474,9.247269833712245,0.0
1119,16.32102922412194,33.89695335338082,9.242264371859134,0.0
1120,15.863979295600478,32.36793883495701,9.1727232463194,0.0
1121,17.01539372295046,34.768838350182456,9.287988484494193,0.0
1122,15.941113567202635,33.00185985789974,8.408085502980027,0.0
1123,16.98637439926252,33.582538810910826,9.264934708550422,0.0
1124,16.42397697210704,33.37856575661026,9.296161449801119,0.0
1125,16.676685541909016,35.946033613235294,9.393268366867641,0.0
1126,16.12304047571127,35.54401525204692,8.48562984135727,0.0
1127,,,,
