timestamp,load_avg_1minute,cpu_pct
2023-07-24 15:51:31.654097278,2.68,1.0
2023-07-24 15:51:33.653915019,2.68,0.0
2023-07-24 15:51:35.655366769,2.54,1.0
2023-07-24 15:51:37.655991710,2.54,0.0
2023-07-24 15:51:39.656750240,2.54,0.0
2023-07-24 15:51:41.657454142,2.34,0.0
2023-07-24 15:51:43.658099506,2.34,0.0
2023-07-24 15:51:45.658739400,2.15,0.0
2023-07-24 15:51:47.659273304,2.15,0.0
2023-07-24 15:51:49.660032054,2.15,0.0
2023-07-24 15:51:51.660602829,1.98,0.0
2023-07-24 15:51:53.661296305,1.98,0.0
2023-07-24 15:51:55.662044040,1.82,0.0
2023-07-24 15:51:57.662759527,1.82,0.0
2023-07-24 15:51:59.663451903,1.82,0.0
2023-07-24 15:52:01.664232886,1.67,0.0
2023-07-24 15:52:03.664971151,1.67,1.0
2023-07-24 15:52:05.665566012,1.62,0.0
2023-07-24 15:52:07.666094563,1.62,0.0
2023-07-24 15:52:09.666677519,1.62,0.0
2023-07-24 15:52:11.667438868,1.49,0.0
2023-07-24 15:52:13.668082901,1.49,0.0
2023-07-24 15:52:15.668724072,1.37,0.0
2023-07-24 15:52:17.669294639,1.37,0.0
2023-07-24 15:52:19.669823626,1.37,0.0
2023-07-24 15:52:21.670356010,1.26,0.0
2023-07-24 15:52:23.671127974,1.26,0.0
2023-07-24 15:52:25.671896710,1.16,0.0
2023-07-24 15:52:27.672572708,1.16,0.0
2023-07-24 15:52:29.673284838,1.16,0.0
2023-07-24 15:52:31.673934743,1.07,0.0
2023-07-24 15:52:33.674587548,1.07,0.0
2023-07-24 15:52:35.675154960,0.98,0.0
2023-07-24 15:52:37.675730782,0.98,0.0
2023-07-24 15:52:39.674680874,0.98,5.0
2023-07-24 15:52:41.676904510,0.9,20.0
2023-07-24 15:52:43.676092236,0.9,23.0
2023-07-24 15:52:45.676886262,0.91,12.0
2023-07-24 15:52:47.677816434,0.91,19.0
