minutes,model_training-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1053,37.03974586825718,2.290286744251082,0.3303343130701141
1054,36.84852112420124,2.2157210153988274,0.36242428354415496
1055,34.7769720759771,2.207604360308155,0.3726241633371164
1056,39.19862214606416,2.1371272479715038,0.3921768470231844
1057,35.14009610364498,2.0711678932097146,0.40236095386842347
1058,37.062777940044704,2.1251033414885447,0.36028262703465025
1059,37.296401444688215,2.097566834533429,0.3970318211450798
1060,35.11076996424632,2.05889238218798,0.39730108575527356
1061,36.13371662762884,2.018622311260355,0.4056364877405764
1062,38.2711414466572,2.027926313559191,0.40353848157248334
1063,37.34448222044255,2.02924362865747,0.391079492526406
1064,35.31756973211224,1.991709061420874,0.3933889285369264
1065,37.811928499156195,1.9974728513016948,0.3889478743496064
1066,36.1087618346573,2.131689330466033,0.34373912497199
