minutes,model_training-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1053,3.7871556833333333,0.1478441666666667,0.05786411666666667
1054,3.7776425999999996,0.15387365,0.061170949999999995
1055,3.806722033333334,0.13591843333333334,0.05073850000000001
1056,3.864689766666667,0.08712431666666667,0.0425212
1057,3.840500599999999,0.09969058333333333,0.053217033333333316
1058,3.8020063166666658,0.1327144,0.058065833333333344
1059,3.8345258166666665,0.12096028333333336,0.03896843333333334
1060,3.8333932000000006,0.11915353333333331,0.04155373333333333
1061,3.8266571666666667,0.11185295,0.05519306666666667
1062,3.6457335666666664,0.24063135000000002,0.08292018333333334
1063,3.679721633333334,0.2078313666666667,0.10187133333333336
1064,3.7424956,0.18073606666666667,0.06879245000000002
1065,3.7237398166666655,0.18904746666666666,0.07846255
1066,2.4474192666666665,0.12570548333333334,0.04784306666666667
