timestamp,sensor,target,socket,cpu,RAPL_ENERGY_PKG,time_enabled,time_running
1689816713395,sensor,all,0,21,123469824,746683,746683
1689816714396,sensor,all,0,21,86442770432,975532722,975532722
1689816715396,sensor,all,0,21,82595807232,1975857144,1975857144
1689816716396,sensor,all,0,21,81532813312,2976240831,2976240831
1689816717397,sensor,all,0,21,81877008384,3976622354,3976622354
1689816718397,sensor,all,0,21,81579737088,4976998561,4976998561
1689816719397,sensor,all,0,21,84654948352,5977394148,5977394148
1689816720398,sensor,all,0,21,81883037696,6977699248,6977699248
1689816721398,sensor,all,0,21,80376496128,7978112701,7978112701
1689816722399,sensor,all,0,21,80069787648,8978431848,8978431848
1689816723399,sensor,all,0,21,80426303488,9978798309,9978798309
1689816724399,sensor,all,0,21,82089869312,10979205565,10979205565
1689816725400,sensor,all,0,21,80620027904,11979566202,11979566202
1689816726400,sensor,all,0,21,80340582400,12979854310,12979854310
1689816727400,sensor,all,0,21,81118101504,13980307405,13980307405
1689816728401,sensor,all,0,21,80172548096,14980627484,14980627484
1689816729401,sensor,all,0,21,81498734592,15981025048,15981025048
1689816730402,sensor,all,0,21,80449634304,16981352187,16981352187
1689816731402,sensor,all,0,21,80212131840,17981694375,17981694375
1689816732402,sensor,all,0,21,80951115776,18982039378,18982039378
1689816733403,sensor,all,0,21,80021028864,19982425099,19982425099
1689816734403,sensor,all,0,21,79443525632,20982724788,20982724788
1689816735403,sensor,all,0,21,80208199680,21983077674,21983077674
1689816736404,sensor,all,0,21,80407953408,22983543821,22983543821
1689816737404,sensor,all,0,21,80551346176,23984021347,23984021347
1689816738405,sensor,all,0,21,80296542208,24984289249,24984289249
1689816739405,sensor,all,0,21,79917219840,25984660165,25984660165
1689816740405,sensor,all,0,21,80278192128,26984967446,26984967446
1689816741406,sensor,all,0,21,79557558272,27985379715,27985379715
1689816742406,sensor,all,0,21,80571006976,28985705278,28985705278
1689816743406,sensor,all,0,21,79832809472,29986095114,29986095114
1689816744407,sensor,all,0,21,80362078208,30986514569,30986514569
1689816745407,sensor,all,0,21,80020242432,31986821642,31986821642
1689816746407,sensor,all,0,21,80378331136,32987228694,32987228694
1689816747408,sensor,all,0,21,80704700416,33987658883,33987658883
1689816748408,sensor,all,0,21,80490790912,34988011698,34988011698
1689816749409,sensor,all,0,21,80617406464,35988307685,35988307685
1689816750409,sensor,all,0,21,80126410752,36988637189,36988637189
1689816751409,sensor,all,0,21,79863218176,37989070575,37989070575
1689816752410,sensor,all,0,21,80249618432,38989463789,38989463789
1689816753410,sensor,all,0,21,80631300096,39989841194,39989841194
1689816754410,sensor,all,0,21,80477421568,40990131588,40990131588
1689816755411,sensor,all,0,21,81456529408,41990534763,41990534763
1689816756411,sensor,all,0,21,81002496000,42990841739,42990841739
1689816757412,sensor,all,0,21,80704700416,43991308797,43991308797
1689816758412,sensor,all,0,21,80898949120,44991593787,44991593787
1689816759412,sensor,all,0,21,80291299328,45992015382,45992015382
1689816760413,sensor,all,0,21,81158209536,46992305040,46992305040
1689816761413,sensor,all,0,21,79962832896,47992729363,47992729363
1689816762413,sensor,all,0,21,79959687168,48993145460,48993145460
1689816763414,sensor,all,0,21,79979610112,49993503923,49993503923
1689816764414,sensor,all,0,21,79969386496,50993838963,50993838963
1689816765414,sensor,all,0,21,80022077440,51994136276,51994136276
1689816766415,sensor,all,0,21,80976805888,52994550497,52994550497
1689816767415,sensor,all,0,21,79829139456,53994877824,53994877824
1689816768416,sensor,all,0,21,80507830272,54995301024,54995301024
1689816769416,sensor,all,0,21,80206888960,55995548982,55995548982
1689816770416,sensor,all,0,21,79721660416,56995969679,56995969679
1689816771417,sensor,all,0,21,79654289408,57996295674,57996295674
1689816772417,sensor,all,0,21,80320397312,58996661986,58996661986
1689816773417,sensor,all,0,21,82854543360,59997161910,59997161910
1689816774418,sensor,all,0,21,81209065472,60997528986,60997528986
1689816775418,sensor,all,0,21,92725575680,61997540949,61997540949
1689816776419,sensor,all,0,21,108358008832,62998130146,62998130146
1689816777419,sensor,all,0,21,104303427584,63997688082,63997688082
1689816778419,sensor,all,0,21,107462787072,64998408515,64998408515
1689816779420,sensor,all,0,21,106677403648,65998768493,65998768493
1689816780420,sensor,all,0,21,141599965184,66999075118,66999075118
1689816781421,sensor,all,0,21,171795546112,68000050639,68000050639
1689816782422,sensor,all,0,21,254745509888,69000719457,69000719457
1689816783423,sensor,all,0,21,291947937792,70001804205,70001804205
1689816784425,sensor,all,0,21,332570034176,71003510659,71003510659
1689816785427,sensor,all,0,21,387502571520,72005060402,72005060402
1689816786435,sensor,all,0,21,410067927040,73013943647,73013943647
1689816787438,sensor,all,0,21,397587513344,74016670165,74016670165
1689816788440,sensor,all,0,21,399623061504,75018578901,75018578901
1689816789443,sensor,all,0,21,480305217536,76022890712,76022890712
1689816790446,sensor,all,0,21,498680725504,77025673883,77025673883
1689816791448,sensor,all,0,21,490411655168,78028537437,78028537437
1689816792450,sensor,all,0,21,486248808448,79031268577,79031268577
1689816793452,sensor,all,0,21,388736745472,80031159642,80031159642
1689816794455,sensor,all,0,21,270593163264,81033304511,81033304511
1689816795457,sensor,all,0,21,305870405632,82035809294,82035809294
1689816796459,sensor,all,0,21,318301798400,83037542799,83037542799
1689816797461,sensor,all,0,21,403479986176,84039919440,84039919440
1689816798463,sensor,all,0,21,346124976128,85042187739,85042187739
1689816799465,sensor,all,0,21,298812702720,86043845083,86043845083
1689816800468,sensor,all,0,21,302057783296,87046542944,87046542944
1689816801471,sensor,all,0,21,270693302272,88049145240,88049145240
1689816802473,sensor,all,0,21,285533274112,89051389231,89051389231
1689816803474,sensor,all,0,21,339583959040,90053010651,90053010651
1689816804476,sensor,all,0,21,385249705984,91055132792,91055132792
1689816805478,sensor,all,0,21,355626647552,92057091019,92057091019
1689816806480,sensor,all,0,21,307168018432,93058983214,93058983214
1689816807482,sensor,all,0,21,360590082048,94061040076,94061040076
1689816808484,sensor,all,0,21,374625271808,95062728991,95062728991
1689816809485,sensor,all,0,21,379444264960,96064143616,96064143616
1689816810488,sensor,all,0,21,390016794624,97067423627,97067423627
1689816811490,sensor,all,0,21,390837567488,98070564316,98070564316
1689816812493,sensor,all,0,21,435043958784,99071692684,99071692684
1689816813495,sensor,all,0,21,432462364672,100074225084,100074225084
1689816814498,sensor,all,0,21,425182101504,101076485815,101076485815
1689816815500,sensor,all,0,21,371163398144,102078807185,102078807185
1689816816502,sensor,all,0,21,361137700864,103080395251,103080395251
1689816817504,sensor,all,0,21,376927682560,104082707086,104082707086
1689816818506,sensor,all,0,21,304169615360,105085358543,105085358543
1689816819509,sensor,all,0,21,363449024512,106087941443,106087941443
1689816820512,sensor,all,0,21,299209850880,107090616968,107090616968
1689816821514,sensor,all,0,21,292157390848,108093259036,108093259036
1689816822517,sensor,all,0,21,320933462016,109095761794,109095761794
1689816823520,sensor,all,0,21,420364943360,110098305230,110098305230
1689816824522,sensor,all,0,21,389189730304,111100537228,111100537228
1689816825524,sensor,all,0,21,404796211200,112102816876,112102816876
1689816826527,sensor,all,0,21,311609524224,113105624853,113105624853
1689816827529,sensor,all,0,21,312588632064,114107707159,114107707159
1689816828531,sensor,all,0,21,351312805888,115110169100,115110169100
1689816829534,sensor,all,0,21,415678595072,116112775381,116112775381
1689816830537,sensor,all,0,21,420186423296,117115469159,117115469159
1689816831539,sensor,all,0,21,275938017280,118118095602,118118095602
1689816832542,sensor,all,0,21,105784541184,119120749376,119120749376
1689816833544,sensor,all,0,21,225271873536,120123249098,120123249098
1689816834547,sensor,all,0,21,291645423616,121125638828,121125638828
1689816835549,sensor,all,0,21,296459960320,122127707429,122127707429
1689816836552,sensor,all,0,21,282297106432,123130327097,123130327097
1689816837554,sensor,all,0,21,288562610176,124132828809,124132828809
1689816838556,sensor,all,0,21,289601224704,125134986669,125134986669
1689816839559,sensor,all,0,21,350154129408,126137903546,126137903546
1689816840562,sensor,all,0,21,468130988032,127140788304,127140788304
1689816841565,sensor,all,0,21,426605805568,128143455382,128143455382
1689816842567,sensor,all,0,21,367148662784,129146061182,129146061182
1689816843570,sensor,all,0,21,352569262080,130148149251,130148149251
1689816844572,sensor,all,0,21,344573870080,131150782880,131150782880
1689816845575,sensor,all,0,21,360093057024,132153317469,132153317469
1689816846577,sensor,all,0,21,417920974848,133155731879,133155731879
1689816847580,sensor,all,0,21,345934659584,134158294270,134158294270
1689816848582,sensor,all,0,21,298904453120,135160918866,135160918866
1689816849585,sensor,all,0,21,302583644160,136163832840,136163832840
1689816850588,sensor,all,0,21,386128150528,137166373188,137166373188
1689816851590,sensor,all,0,21,341945876480,138168784560,138168784560
1689816852592,sensor,all,0,21,453638619136,139170256411,139170256411
1689816853594,sensor,all,0,21,494164246528,140172412499,140172412499
1689816854596,sensor,all,0,21,480880885760,141174786583,141174786583
1689816855599,sensor,all,0,21,466504122368,142177375960,142177375960
1689816856601,sensor,all,0,21,419821518848,143179623906,143179623906
1689816857603,sensor,all,0,21,453962104832,144182170828,144182170828
1689816858606,sensor,all,0,21,445417521152,145184057075,145184057075
1689816859608,sensor,all,0,21,442441924608,146186614707,146186614707
1689816860611,sensor,all,0,21,440032296960,147189134252,147189134252
1689816861613,sensor,all,0,21,376822562816,148191659004,148191659004
1689816862616,sensor,all,0,21,338051727360,149194025834,149194025834
1689816863618,sensor,all,0,21,324440948736,150195882625,150195882625
1689816864620,sensor,all,0,21,330162503680,151198306613,151198306613
1689816865622,sensor,all,0,21,380980428800,152200518018,152200518018
1689816866625,sensor,all,0,21,455057342464,153202871669,153202871669
1689816867627,sensor,all,0,21,398468317184,154205228838,154205228838
1689816868629,sensor,all,0,21,278061121536,155207875395,155207875395
1689816869631,sensor,all,0,21,338605375488,156209853932,156209853932
1689816870634,sensor,all,0,21,370444861440,157212257179,157212257179
1689816871636,sensor,all,0,21,334723284992,158214508985,158214508985
1689816872638,sensor,all,0,21,333915357184,159216889594,159216889594
1689816873641,sensor,all,0,21,240544645120,160219717095,160219717095
1689816874643,sensor,all,0,21,225888174080,161221243358,161221243358
1689816875645,sensor,all,0,21,300080693248,162223892502,162223892502
1689816876647,sensor,all,0,21,356272570368,163226072516,163226072516
1689816877650,sensor,all,0,21,389664210944,164228881036,164228881036
1689816878653,sensor,all,0,21,219557920768,165231697470,165231697470
1689816879656,sensor,all,0,21,300567756800,166234211904,166234211904
1689816880658,sensor,all,0,21,341708111872,167236865276,167236865276
1689816881661,sensor,all,0,21,341399568384,168239443916,168239443916
1689816882663,sensor,all,0,21,358409043968,169241262893,169241262893
1689816883665,sensor,all,0,21,329888825344,170243971876,170243971876
1689816884668,sensor,all,0,21,299364777984,171246596343,171246596343
1689816885671,sensor,all,0,21,293964087296,172249282340,172249282340
1689816886673,sensor,all,0,21,267659771904,173251817315,173251817315
1689816887676,sensor,all,0,21,92177170432,174254149373,174254149373
1689816888678,sensor,all,0,21,248880037888,175256072608,175256072608
1689816889680,sensor,all,0,21,246782361600,176259035172,176259035172
1689816890682,sensor,all,0,21,254645370880,177261244719,177261244719
1689816891685,sensor,all,0,21,295549796352,178263785913,178263785913
1689816892686,sensor,all,0,21,313600245760,179265258803,179265258803
1689816893689,sensor,all,0,21,310986407936,180267516779,180267516779
1689816894691,sensor,all,0,21,323372711936,181269950684,181269950684
1689816895694,sensor,all,0,21,327547355136,182272547315,182272547315
1689816896697,sensor,all,0,21,409277300736,183275188073,183275188073
1689816897699,sensor,all,0,21,472419663872,184277740033,184277740033
1689816898701,sensor,all,0,21,470597500928,185279510909,185279510909
1689816899703,sensor,all,0,21,483544006656,186283191468,186283191468
1689816900705,sensor,all,0,21,395621695488,187283858340,187283858340
1689816901708,sensor,all,0,21,346414907392,188286550560,188286550560
1689816902710,sensor,all,0,21,339999195136,189288739166,189288739166
1689816903712,sensor,all,0,21,306335973376,190291045181,190291045181
1689816904715,sensor,all,0,21,348153184256,191293660327,191293660327
1689816905717,sensor,all,0,21,327417856000,192295815122,192295815122
1689816906720,sensor,all,0,21,338872500224,193298501852,193298501852
1689816907723,sensor,all,0,21,352524959744,194301205398,194301205398
1689816908725,sensor,all,0,21,367796682752,195303879936,195303879936
1689816909728,sensor,all,0,21,280562499584,196306706881,196306706881
1689816910731,sensor,all,0,21,278898671616,197309305947,197309305947
1689816911733,sensor,all,0,21,327115341824,198312112388,198312112388
1689816912736,sensor,all,0,21,311520395264,199314616670,199314616670
1689816913739,sensor,all,0,21,356530782208,200317311820,200317311820
1689816914742,sensor,all,0,21,331105173504,201320085075,201320085075
1689816915744,sensor,all,0,21,306712674304,202321709414,202321709414
1689816916745,sensor,all,0,21,221942644736,203324054961,203324054961
1689816917748,sensor,all,0,21,250912964608,204326295554,204326295554
1689816918750,sensor,all,0,21,367243558912,205328662491,205328662491
1689816919753,sensor,all,0,21,471030038528,206331454242,206331454242
1689816920756,sensor,all,0,21,387328245760,207334005986,207334005986
1689816921758,sensor,all,0,21,357767839744,208336455012,208336455012
1689816922760,sensor,all,0,21,367786983424,209338388895,209338388895
1689816923762,sensor,all,0,21,312493735936,210340523272,210340523272
1689816924764,sensor,all,0,21,348629499904,211343179194,211343179194
1689816925767,sensor,all,0,21,282463830016,212345048737,212345048737
1689816926769,sensor,all,0,21,242934349824,213347755048,213347755048
1689816927772,sensor,all,0,21,214931079168,214350437562,214350437562
