minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1106,9.645194860215925,3.2046940387722933,5.169818807839615
1107,9.273631940757877,3.1188860995844263,6.234823870466182
1108,8.590321391453543,4.3163503171259885,5.697946641415978
1109,7.47160643512002,4.733390222533997,5.958438110659384
1110,7.5786470978816425,5.560467850491767,5.950609286036163
1111,7.384605313388885,6.204006011666108,5.309821175216921
1112,8.43151229278758,5.988973343670051,5.551810620828964
1113,8.114294903465845,6.970647617525034,4.589970337656087
1114,8.155290166134426,6.898212399639968,5.907538255593674
1115,8.481075933267688,6.091508118600992,6.157434396403087
1116,8.356809241928424,6.4759299882366745,6.591274517619008
