minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1106,17.28406058489618,6.761219844541981,19.116738309745386
1107,16.98991584063139,6.74600703976333,20.48559328582757
1108,17.19626736418964,7.775647795515456,19.320051217605513
1109,15.056378322177604,7.939640597296191,19.96427904113711
1110,15.78998611018975,8.831021978612526,19.38302803680281
1111,15.787675728147274,9.51281664785602,18.842764227906475
1112,16.39415041812925,9.840242051743187,19.666782889039826
1113,15.90875762588998,10.63168320505923,17.980907381085075
1114,16.488071394653222,10.70387603985123,19.166728655717773
1115,17.63527608636766,9.49961652913111,19.452095876807203
1116,17.464200403775656,10.115242902819471,20.16383861368339
