minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1106,2.033333333333333,1.65,1.75
1107,2.466666666666667,2.1166666666666667,1.6833333333333333
1108,1.9333333333333333,1.7333333333333334,2.283333333333333
1109,1.8,1.6833333333333333,1.45
1110,2.066666666666667,1.7166666666666666,1.7666666666666666
1111,2.1166666666666667,1.7166666666666666,2.433333333333333
1112,1.9833333333333334,1.3666666666666667,2.0833333333333335
1113,2.25,1.0833333333333333,2.25
1114,1.5833333333333333,1.5666666666666667,2.033333333333333
1115,1.8,1.45,1.7
1116,1.6,1.55,1.5166666666666666
