minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1106,5.604600978545949,3.3951344733294486,4.652457445658114
1107,5.089806601686597,3.0769883175149286,5.491049289686573
1108,5.2105410342481635,3.843904935065267,4.709169445672398
1109,4.723088814916867,3.338475951959761,4.977861044222428
1110,4.909899044626421,3.62875848699627,4.838946544756827
1111,4.821284500785443,4.0040833314747335,4.394518069400611
1112,4.803656999857346,4.421844399485903,4.400894838674888
1113,5.039790843295271,4.258896946275856,3.677243589984229
1114,4.970451073770146,3.9972480696257313,4.669896589262541
1115,6.0875287110560405,3.2339695851409935,4.888742351628983
1116,5.493833005550256,3.269118612300732,6.086335300167224
