,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
0,122.0,99.0,105.0
1,148.0,127.0,101.0
2,116.0,104.0,137.0
3,108.0,101.0,87.0
4,124.0,103.0,106.0
5,127.0,103.0,146.0
6,119.0,82.0,125.0
7,135.0,65.0,135.0
8,95.0,94.0,122.0
9,108.0,87.0,102.0
10,96.0,93.0,91.0
