minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1106,12.37257841117317,4.948482175206738,16.481408331352117
1107,12.494522986514554,5.587999664767711,16.992862378134376
1108,12.033745405742057,5.2031361586300635,16.648387230709297
1109,11.720937809898789,5.780082347797958,17.332876000409144
1110,12.089309964255705,6.627993300481186,16.967311631617882
1111,12.563398705629492,7.169773753111819,16.92617340424586
1112,13.737858294812686,6.784925330233962,16.688379419979416
1113,12.615327314904587,7.4590489422176685,15.501276463242599
1114,14.077891700720553,7.836251671618683,17.01571159857717
1115,13.39420103534122,7.896869119921425,16.986933488042034
1116,13.571809222614185,8.316576631492733,18.079093525960644
