seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
74214,4.11,,,8.0136,,,,,,,,,2.542151,0.63,1.0,4.5,3.9036
74215,3.47,,,8.0136,,,,,142059213068.0,3540126.0,0.03326336666666667,1.0,2.542151,0.63,1.0,4.0,4.5436
74216,4.81,,,8.0136,,,,,142059213068.0,3540126.0,0.03326336666666667,1.0,2.542151,0.63,0.0,3.2,3.2036000000000007
74217,3.66,,,8.0136,,,,,142062753194.0,2672914.0,0.049934816666666666,2.0,3.540126,0.63,0.0,3.0,4.3536
74218,7.1,,,8.0136,,,,,142065426108.0,5227008.0,0.06659578333333334,3.0,2.672914,0.58,1.0,2.6,0.9136000000000006
74219,4.67,,,8.0136,,,,,142070653116.0,3418543.0,0.08328463333333333,4.0,5.227008,0.58,1.0,2.5,3.3436000000000003
74220,4.04,,,8.0136,122.84,0.16109,0.405,0.0,142074071659.0,2969857.0,0.09996191666666668,5.0,3.418543,0.58,1.0,2.5,3.9736000000000002
74221,3.8,,,14.056266762828605,122.77,0.21623,0.5872,0.0,142077041516.0,2792398.0,0.11663359999999999,6.0,2.969857,0.58,1.0,2.4,10.256266762828606
74222,3.61,,,11.886813380562355,122.81,0.17002,0.4144,0.0,142079833914.0,2639278.0,0.13330735,7.0,2.792398,0.54,0.0,2.3,8.276813380562356
74223,3.53,,,12.007668647393599,122.83,0.16413,0.4167,0.0,142082473192.0,2599906.0,0.14998025,8.0,2.639278,0.54,0.0,2.3,8.4776686473936
74224,3.59,,,11.517253386697574,122.82,0.16525,0.4194,0.0,142085073098.0,2648778.0,0.16665543333333332,9.0,2.599906,0.54,0.0,2.2,7.927253386697574
74225,3.3,,,11.661027742718003,122.82,0.16571,0.4409,0.0,142087721876.0,2415310.0,0.18333195,10.0,2.648778,0.54,0.0,2.1,8.361027742718004
74226,3.84,,,11.692797721598764,122.82,0.1744,0.4674,0.0,142090137186.0,2829480.0,0.20000418333333334,12.0,2.41531,0.54,0.0,2.1,7.852797721598764
74227,3.49,,,11.400116808906308,122.84,0.16726,0.4095,0.0,142092966666.0,2562178.0,0.21667955,13.0,2.82948,0.54,0.0,2.1,7.910116808906308
74228,3.99,,,12.389417694097336,122.85,0.18343,0.4386,0.0,142095528844.0,2930044.0,0.23335406666666667,14.0,2.562178,0.49,0.0,2.1,8.399417694097336
74229,4.15,,,11.649744115362097,122.85,0.16701,0.4131,0.0,142098458888.0,3050803.0,0.2500293,15.0,2.930044,0.49,0.0,2.1,7.4997441153620965
74230,3.45,,,12.334265267173366,122.83,0.16426,0.4136,0.0,142101509691.0,2522196.0,0.2667051833333333,16.0,3.050803,0.49,0.0,2.0,8.884265267173365
74231,3.47,,,12.106208266244652,122.83,0.16272,0.4089,0.0,142104031887.0,2564405.0,0.28337865,17.0,2.522196,0.49,0.0,2.0,8.636208266244651
74232,3.36,,,12.07817460400509,122.86,0.16347,0.4101,0.0,142106596292.0,2453366.0,0.3000517,18.0,2.564405,0.45,0.0,2.0,8.71817460400509
