timestamp,sensor,target,socket,cpu,INSTRUCTION_RETIRED,UNHALTED_CORE_CYCLES,time_enabled,time_running
1689817071145,sensor,all,0,2,26738855,23242911,357561061383,357561061383
1689817071145,sensor,all,0,18,47723750,23644630,357557847783,357557847783
1689817071145,sensor,all,0,3,81704521,80526253,357571154551,357571154551
1689817071145,sensor,all,0,22,27020272,30402756,357570644317,357570644317
1689817071145,sensor,all,0,4,22134254,11234897,357568326927,357568326927
1689817071145,sensor,all,0,5,36477405,20685626,357574728963,357574728963
1689817071145,sensor,all,0,23,3118091112,3132761495,357552947106,357552947106
1689817071145,sensor,all,0,20,9271357830,3381742484,357573080465,357573080465
1689817071145,sensor,all,0,6,34778689,17631307,357582215540,357582215540
1689817071145,sensor,all,0,7,40899699,26823587,357598599999,357598599999
1689817071145,sensor,all,0,21,53670001,30080306,357541007758,357541007758
1689817071145,sensor,all,0,8,9106483651,3381606771,357618052641,357618052641
1689817071145,sensor,all,0,9,8285221754,3098364009,357581191515,357581191515
1689817071145,sensor,all,0,11,38234880,24304053,357558494799,357558494799
1689817071145,sensor,all,0,10,31272464,17553237,357559906090,357559906090
1689817072148,sensor,all,0,13,720046153,270069808,358593821804,358593821804
1689817072148,sensor,all,0,12,2999634443,1813223335,358565269288,358565269288
1689817072148,sensor,all,0,15,79083846,36750020,358588637577,358588637577
1689817072148,sensor,all,0,14,45342209,25403872,358570571356,358570571356
1689817072148,sensor,all,0,17,5978708600,2505388574,358551262731,358551262731
1689817072148,sensor,all,0,0,149220102,115544265,358593083043,358593083043
1689817072148,sensor,all,0,16,57093717,26154700,358595425207,358595425207
1689817072148,sensor,all,0,1,27305500,26589204,358571461925,358571461925
1689817072148,sensor,all,0,19,678215370,626613867,358561235217,358561235217
1689817072148,sensor,all,0,2,23254944,19215073,358563698400,358563698400
1689817072148,sensor,all,0,18,115364500,51918528,358560291519,358560291519
1689817072148,sensor,all,0,3,1173996517,916260113,358573868989,358573868989
1689817072148,sensor,all,0,22,23690384,25203336,358573223621,358573223621
1689817072148,sensor,all,0,4,25316532,19642511,358571001103,358571001103
1689817072148,sensor,all,0,5,30850853,17572086,358577441736,358577441736
1689817072148,sensor,all,0,23,2101908312,1929614068,358555644020,358555644020
1689817072148,sensor,all,0,20,8467358484,3090864551,358575852268,358575852268
1689817072148,sensor,all,0,6,19349490,10360026,358584880879,358584880879
1689817072148,sensor,all,0,7,27122098,25072838,358601302827,358601302827
1689817072148,sensor,all,0,21,93889155,47857079,358543437166,358543437166
1689817072148,sensor,all,0,8,7878003628,2930724274,358620808647,358620808647
1689817072148,sensor,all,0,9,9064420529,3389735341,358583989524,358583989524
1689817072148,sensor,all,0,11,18620778,8875722,358561144053,358561144053
1689817072148,sensor,all,0,10,15445632,14938075,358562680014,358562680014
1689817073150,sensor,all,0,13,8929230498,3303155917,359596414327,359596414327
1689817073150,sensor,all,0,12,9394899619,3380932388,359567881776,359567881776
1689817073150,sensor,all,0,15,22248204,12414807,359591201221,359591201221
1689817073150,sensor,all,0,14,10764291,7787111,359573027956,359573027956
1689817073150,sensor,all,0,17,6120811348,2556680167,359553839972,359553839972
1689817073150,sensor,all,0,0,134869515,111460136,359595491816,359595491816
1689817073150,sensor,all,0,16,39253557,18768255,359597808958,359597808958
