minute,tegra,igpm
1390,11.373586462984017,12.047812374879491
1391,11.619765094486924,12.011055419334136
1392,11.704501848815639,11.787438761679281
1393,11.924128562308901,11.633021398319094
1394,12.007445703170479,11.871524805548308
1395,11.885541454344777,12.120114752130558
1396,11.951378816186713,11.94119989092536
1397,11.39256946368022,11.833459142436825
1398,11.97420517403388,11.470244367407078
1399,11.926588775925797,11.66599474553302
1400,12.408631244369642,11.525065141529131
1401,11.354878016130941,11.783388595396934
1402,11.83753728176839,11.770889136513455
1403,12.265951038614883,11.421168119964868
1404,11.973394745938043,11.775461796742658
1405,11.146746157447726,11.64891746039125
1406,11.890402030724152,11.621661801604498
1407,11.874044501757863,11.673666945271872
1408,11.827577648416636,12.081947938036206
1409,12.08504408994645,11.50323990818104
1410,11.67337512350813,11.436723706307554
1411,12.408229100664835,11.512020645999497
1412,11.039647185389837,11.496112336764302
1413,11.886804837597857,11.502781284285305
1414,12.215246279827005,11.716186209923801
