minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1390,5.546153494730308,2.0689609008169576,-11.137013879464208
1391,5.19994573031825,2.329765730014112,-15.15175614079765
1392,5.558537995070243,1.46284187689059,-14.40986072173913
1393,2.4460336368726963,4.264635270304509,-14.29618054813677
1394,2.3988667970703985,2.863657218167754,-13.171360775812122
1395,2.2926513304682707,5.700489236788975,-14.456668054533708
1396,3.172453811366978,4.291753363118912,-14.9623945097111
1397,2.164239156007508,3.372506278128631,-14.037343287460358
1398,3.5562132315574315,1.7831715227836886,-14.15253162211891
1399,2.270705601548608,1.7473830709890454,-12.270573227004848
1400,6.2114823228451135,2.823699802345805,-16.27264920515562
1401,6.7598378020827,1.8556526192704348,-16.335651760674015
1402,1.2216564801701444,1.970961092440333,-10.861560516681967
1403,3.743401820523054,1.5198280921499177,-13.285455753974317
1404,6.353000660911844,1.880289539351544,-15.700601155442293
1405,3.530943643191651,2.706891914458739,-15.225738571016766
1406,2.1013093369566067,3.575779117896604,-13.687127061256733
1407,4.042346685287361,2.5607888499715825,-15.15387247962396
1408,2.208259661978974,1.9850079088865418,-12.825386492993694
1409,2.6767148900481925,1.9523745539215116,-13.062585532526832
1410,2.8226298066326807,1.2864731981535746,-12.24721881838964
1411,6.537344309745935,3.6422441325955424,-16.75482896185459
1412,5.433491596421051,1.947879170456954,-15.42137232315567
1413,-0.2922756310634514,14.665197466325058,-12.990551021435982
