minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
1390,2.0755542546667267,-0.9209246675193297,5.186191326353076
1391,1.945991847296131,-1.252905503873659,5.839941594190033
1392,2.0801889447085546,-1.1915578392729707,3.6668541443970097
1393,0.9153867679451819,-1.1821575747845394,10.690010835960875
1394,0.8977353749348983,-1.0891457238468911,7.178228559392145
1395,0.8579860308486006,-1.1954283585933063,14.289215337095238
1396,1.1872372468906207,-1.2372471057575485,10.75798680287536
1397,0.809929943813454,-1.16075420572979,8.453742552986695
1398,1.3308527270791046,-1.1702791807316741,4.469813171050707
1399,0.8497732125278944,-1.0146591978472665,4.3801035210482855
1400,2.3245423292409706,-1.3455926535702207,7.078068714284656
1401,2.529755104019525,-1.3508023631136947,4.651498979504455
1402,0.4571843003565519,-0.8981473055367728,4.940538662744776
1403,1.4009048943373337,-1.098580288710224,3.8096994805185944
1404,2.3775031766042565,-1.2982897440390826,4.7132554782291285
1405,1.3213960105103861,-1.2590231441755573,6.78527050105099
1406,0.7863795221021528,-1.131794669074174,8.963279411837702
1407,1.5127799599232168,-1.2530805048794107,6.419039101754029
1408,0.8264038745383194,-1.060536955390357,4.975749322157158
1409,1.0017153300657902,-1.0801510502439828,4.893948442110265
1410,1.0563215226682907,-1.0127280113351684,3.2247569972034182
1411,2.4464906730776104,-1.385464313687422,9.129884920236364
1412,2.0333924424131014,-1.2752001867916474,4.882680022913307
1413,-0.1093792175361796,-1.0741944842475464,36.76073330775761
