seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,igpm,voltage,current,power_factor,discard,load_avg_1minute,cpu_pct,cpu_pct_process
77060,4.759,0.792,3.723,0.704,9.978000000000002,20.469,,,,,1.79,,0.0
77061,4.757,0.792,3.617,0.702,9.91329411764706,20.469,,,,,1.79,,0.0
77062,4.757,0.792,3.611,0.702,9.889872146118723,20.469,,,,,1.79,,0.0
77063,4.759,0.792,3.611,0.702,9.879658112909594,20.469,121.69,0.26365,0.638,0.0,1.79,1.0,0.0
77065,4.757,0.792,3.611,0.702,9.87329046915005,13.851375975825963,121.77,0.14273,0.7952,0.0,1.775,,0.0
77066,4.757,0.792,3.623,0.703,9.873871710917765,12.677825749324667,121.78,0.21452,0.5619,0.0,1.76,,0.0
77067,4.757,1.188,3.717,0.703,10.03443312010289,12.67879888242209,121.77,0.22952,0.5733,0.0,1.745,,0.0
77068,4.757,0.792,3.611,0.702,9.979538625710335,11.220622091229089,121.82,0.16541,0.4195,0.0,1.73,1.0,0.0
77069,4.757,0.792,3.611,0.702,9.94279427073718,11.007550349037333,121.81,0.16506,0.4145,0.0,1.73,1.0,0.0
77070,4.757,0.792,3.611,0.702,9.9178514155943,12.55522514017056,121.79,0.19827,0.5368,0.0,1.755,,0.0
77071,4.757,0.792,3.511,0.702,9.870152834108252,12.250877964305756,121.78,0.22693,0.553,0.0,1.78,,0.0
77072,4.757,0.792,3.623,0.704,9.871931604345495,11.670779631708893,121.83,0.16365,0.4111,0.0,1.8050000000000002,,0.0
77073,4.363,0.792,3.516,0.703,9.721090639864103,12.487945032820932,121.82,0.17387,0.47,0.0,1.83,0.0,0.0
77074,4.757,0.792,3.812,0.702,9.824363870785055,14.488481139260255,121.79,0.13967,0.7945,0.0,1.83,0.0,0.0
77075,4.757,0.792,3.611,0.702,9.83570856920309,13.741758682383203,121.74,0.23838,0.6003,0.0,1.815,,0.0
77076,4.361,0.792,3.511,0.702,9.694326143207476,12.59308184517922,121.79,0.21043,0.4978,0.0,1.8,,0.0
77077,4.757,0.792,3.617,0.703,9.746850487898255,11.830911048723731,121.82,0.16695,0.4132,0.0,1.7850000000000001,,0.0
77078,4.757,0.792,3.623,0.704,9.785658537083782,12.070142242972187,121.83,0.16672,0.4156,0.0,1.77,1.0,0.0
