minutes,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
1342,4.018036115450478,13.67044700975032,98.88521955162315
1343,4.718456832124325,9.0279700648746,63.71293361855947
1344,4.180410087742852,12.22187201859078,78.74468040486431
1345,3.0726459508923916,13.251819314475426,123.79400493262632
1346,3.0976871877093246,10.068510814623796,79.05440009453622
1347,3.550408844961537,17.017562179043026,94.71053562649081
1348,3.29742495710845,19.205685586772052,104.11946956903768
1349,3.050068462379626,18.364183016160283,101.82393676581012
1350,3.4060220817838536,14.238660500881672,86.54632673458786
1351,3.221725718373435,14.865152722135507,115.1856836107443
1352,3.2256608544302665,11.023886679809245,86.65806014116859
