minutes,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
1342,7.082957665572395,14.813582107035824,45.36907470687682
1343,7.3339242467450525,11.276169145397608,38.771335202267394
1344,7.269836342781969,13.018879472129811,43.470310018347035
1345,7.018937728872,13.352194011056095,50.47565257284177
1346,6.347579355479525,11.087766498371135,40.55108403580524
1347,6.7061837134971425,13.957088110625254,40.732894730865084
1348,6.716852683177282,14.63723838263494,46.21511153663158
1349,6.831593963996148,13.606448551011766,44.07800680169952
1350,7.328451458620257,12.810093856848475,43.952889241121866
1351,7.41236660596688,13.941617076178487,46.12983759180307
1352,6.8374025842971875,11.355518661581506,41.32131337207427
1353,7.076531165657355,12.958721124098217,41.9412115341771
1354,7.902107453045051,17.21358433314149,40.10372191424299
1355,,,556.1407386775966
