minute,perf_rapl,igpm,x_rest
1342,31.164516129032258,52.42779886110785,21.263282732075595
1343,37.73283333333333,59.83798683724175,22.10515350390842
1344,38.334666666666664,62.366897146989125,24.032230480322458
1345,35.343833333333336,58.36165678137961,23.01782344804628
1346,36.507666666666665,60.26262719563056,23.754960528963885
1347,34.641,56.7349919722384,22.093991972238392
1348,33.54333333333333,56.12220467099212,22.578871337658782
1349,34.5545,56.859836836035115,22.305336836035117
1350,35.543,58.79560391194045,23.252603911940447
1351,33.11783333333333,55.295120459465856,22.177287126132523
1352,37.635,61.58667326361696,23.951673263616957
1353,35.3437037037037,59.35727710017527,24.013573396471564
