minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1
1342,2.0422184415517055,4.1302783854104685,1.224649392032574
1343,1.2918442139581878,2.710164048346018,1.3142609170152488
1344,1.664537507782928,3.366370834788234,1.1904336056203904
1345,1.5803016818690026,5.651896126120473,0.8684482372111697
1346,1.1924200928696636,3.632195561763443,0.9167719014233933
1347,2.207306485685633,4.391640748006782,1.0134732565195865
1348,2.4289534263769523,4.784396885706232,1.0268544594745512
1349,2.334851198153463,4.691901666564821,0.9146840730021035
1350,1.8434903107278984,3.9529819061503084,1.0041620409386773
1351,1.931329197197784,5.329616218358807,0.9987129480116685
1352,1.3309705130967333,4.1129929704521375,0.9438224607380205
